S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,493.2,6.229,3.276,25-01-2018,53,36,52,676,1200
*2,PONG DAM(BEAS),423.67,406.9,6.157,2.473,25-01-2018,40,36,40,-,360
*3,THEIN DAM,527.91,497.96,2.344,0.545,25-01-2018,23,32,34,348,600
*4,MAHI BAJAJ SAGAR,280.75,276.25,1.711,1.167,25-01-2018,68,72,54,63,140
5,JHAKAM,359.5,352.85,0.132,0.075,25-01-2018,57,59,42,28,-
*6,RANA PRATAP SAGAR,352.81,346.54,1.436,0.374,25-01-2018,26,33,38,229,172
7,TENUGHAT,269.14,259.55,0.821,0.399,25-01-2018,49,51,45,-,-
8,MAITHON,146.3,148.43,0.471,0.471,25-01-2018,100,100,83,342,-
*12,HIRAKUD,192.02,190.39,5.378,3.793,24-01-2018,71,76,72,153,307
*13,BALIMELA,462.08,448.54,2.676,0.796,24-01-2018,30,71,54,-,360
14,SALANADI,82.3,70.88,0.558,0.235,25-01-2018,42,32,36,42,-
*15,RENGALI,123.5,122.37,3.432,3.057,24-01-2018,89,88,61,3,200
*16,MACHKUND(JALAPUT),838.16,837.06,0.893,0.788,24-01-2018,88,64,73,-,115
*17,UPPER KOLAB,858.0,853.28,0.935,0.522,24-01-2018,56,80,55,89,320
*18,UPPER INDRAVATI,642.0,635.46,1.456,0.791,25-01-2018,54,75,65,128,600
19,MAYURAKSHI,121.31,120.37,0.48,0.453,25-01-2018,94,44,41,227,-
20,KANGSABATI,134.14,131.25,0.914,0.679,25-01-2018,74,50,37,341,-
21,GUMTI,93.55,92.1,0.312,0.244,23-01-2018,78,61,31,-,15
*22,UKAI,105.16,96.26,6.615,2.554,25-01-2018,39,77,64,348,300
23,SABARMATI(DHAROI),189.59,184.1,0.735,0.283,25-01-2018,39,60,45,95,1
*24,KADANA,127.7,124.06,1.472,0.842,25-01-2018,57,67,60,200,120
25,SHETRUNJI,55.53,52.87,0.3,0.133,25-01-2018,44,52,57,36,-
26,BHADAR,107.89,104.66,0.188,0.077,25-01-2018,41,6,37,27,-
27,DAMANGANGA,79.86,78.05,0.502,0.396,25-01-2018,79,69,74,51,1
28,DANTIWADA,184.1,179.22,0.399,0.234,25-01-2018,59,1,16,45,-
29,PANAM,127.41,125.55,0.697,0.433,25-01-2018,62,57,57,36,2
*30,SARDAR SAROVAR,138.68,113.69,5.76,0.328,25-01-2018,6,21,20,2120,1450
31,KARJAN,115.25,110.18,0.523,0.376,25-01-2018,72,55,71,51,3
32,JAYAKWADI(PAITHAN),463.91,462.59,2.171,1.69,24-01-2018,78,63,37,227,-
*33,KOYANA,657.9,654.99,2.652,2.317,24-01-2018,87,64,74,-,1920
34,BHIMA(UJJANI),496.83,496.2,1.517,1.311,25-01-2018,86,69,60,125,12
35,ISAPUR,441.0,427.32,0.965,0.063,24-01-2018,7,39,48,104,-
