S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,506.96,6.229,5.16,02-11-2017,83,64,82,676,1200
*2,PONG DAM(BEAS),423.67,416.81,6.157,4.35,02-11-2017,71,63,72,-,360
*3,THEIN DAM,527.91,513.97,2.344,1.36,02-11-2017,58,55,57,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.45,1.711,1.711,02-11-2017,100,100,87,63,140
5,JHAKAM,359.5,359.5,0.132,0.132,02-11-2017,100,100,85,28,-
*6,RANA PRATAP SAGAR,352.81,346.93,1.436,0.43,01-11-2017,30,79,72,229,172
7,TENUGHAT,269.14,260.51,0.821,0.438,02-11-2017,53,51,45,-,-
8,MAITHON,146.3,149.69,0.471,0.471,02-11-2017,100,100,89,342,-
*12,HIRAKUD,192.02,191.8,5.378,4.644,01-11-2017,86,90,90,153,307
*13,BALIMELA,462.08,453.09,2.676,1.313,02-11-2017,49,81,59,-,360
14,SALANADI,82.3,71.3,0.558,0.244,01-11-2017,44,42,39,42,-
*15,RENGALI,123.5,123.28,3.432,3.373,02-11-2017,98,96,82,3,200
*16,MACHKUND(JALAPUT),838.16,837.86,0.893,0.861,02-11-2017,96,92,87,-,115
*17,UPPER KOLAB,858.0,854.06,0.935,0.581,02-11-2017,62,86,63,89,320
*18,UPPER INDRAVATI,642.0,636.38,1.456,0.88,02-11-2017,60,80,75,128,600
19,MAYURAKSHI,121.31,120.76,0.48,0.475,02-11-2017,99,47,45,227,-
20,KANGSABATI,134.14,132.56,0.914,0.808,02-11-2017,88,63,47,341,-
21,GUMTI,93.55,93.8,0.312,0.312,31-10-2017,100,83,59,-,15
*22,UKAI,105.16,98.73,6.615,3.497,02-11-2017,53,93,81,348,300
23,SABARMATI(DHAROI),189.59,188.82,0.735,0.666,02-11-2017,91,98,72,95,1
*24,KADANA,127.7,126.8,1.472,1.098,02-11-2017,75,76,67,200,120
25,SHETRUNJI,55.53,53.67,0.3,0.174,02-11-2017,58,61,75,36,-
26,BHADAR,107.89,107.41,0.188,0.167,02-11-2017,89,12,65,27,-
27,DAMANGANGA,79.86,79.95,0.502,0.481,02-11-2017,96,96,99,51,1
28,DANTIWADA,184.1,183.73,0.399,0.375,02-11-2017,94,34,42,45,-
29,PANAM,127.41,126.85,0.697,0.515,02-11-2017,74,65,69,36,2
*30,SARDAR SAROVAR,121.92,128.46,1.566,1.566,02-11-2017,100,87,90,2120,1450
31,KARJAN,115.25,113.56,0.523,0.476,02-11-2017,91,68,89,51,3
32,JAYAKWADI(PAITHAN),463.91,463.91,2.171,2.171,26-10-2017,100,82,50,227,-
*33,KOYANA,657.9,659.21,2.652,2.652,01-11-2017,100,97,94,-,1920
34,BHIMA(UJJANI),496.83,497.33,1.517,1.517,02-11-2017,100,100,82,125,12
35,ISAPUR,441.0,429.15,0.965,0.151,01-11-2017,16,50,68,104,-
36,MULA,552.3,552.26,0.609,0.607,02-11-2017,100,99,83,139,-
37,YELDARI,461.77,451.53,0.809,0.112,02-11-2017,14,31,48,78,-
38,GIRNA,398.07,395.13,0.524,0.375,01-11-2017,72,90,49,79,-
39,KHADAKVASLA,582.47,581.53,0.056,0.043,01-11-2017,77,77,59,78,8
*40,UPPER VAITARNA,603.5,603.5,0.331,0.331,01-11-2017,100,100,92,-,61
41,UPPER TAPI,214.0,214.0,0.255,0.255,01-11-2017,100,100,100,45,-
*42,PENCH(TOTLADOH),490.0,478.03,1.091,0.33,01-11-2017,30,48,68,127,160
43,UPPER WARDHA,342.5,342.48,0.564,0.562,02-11-2017,100,99,91,70,-
44,BHATSA,142.07,140.85,0.942,0.909,01-11-2017,96,96,91,29.378,15
45,DHOM,747.7,747.56,0.331,0.328,01-11-2017,99,96,86,36.2,2
46,DUDHGANGA,646.0,646.0,0.664,0.664,01-11-2017,100,100,96,2.441,24
47,MANIKDOH,711.25,708.47,0.288,0.24,01-11-2017,83,73,58,2.2,6
48,BHANDARDARA,744.91,744.73,0.304,0.304,01-11-2017,100,100,93,63.74,46
49,MATATILA,308.46,306.57,0.707,0.443,01-11-2017,63,59,71,-,30
*50,RIHAND,268.22,262.62,5.649,3.267,31-10-2017,58,76,49,-,300
*51,RAMGANGA,365.3,353.78,2.196,1.386,01-11-2017,63,56,73,1897,198
*52,TEHRI,830.0,822.9,2.615,2.324,02-11-2017,89,88,85,2351,1000
*53,GANDHI SAGAR,399.9,396.38,6.827,4.596,02-11-2017,67,96,61,220,115
54,TAWA,355.4,352.2,1.944,1.48,02-11-2017,76,100,97,247,-
*55,BARGI,422.76,421.0,3.18,2.73,02-11-2017,86,95,88,157,90
*56,BANSAGAR,341.64,338.17,5.166,3.638,02-11-2017,70,100,66,488,425
*57,INDIRA SAGAR,262.13,253.93,9.745,3.725,02-11-2017,38,99,76,2380,1000
58,BARNA DAM,348.55,344.88,0.456,0.228,02-11-2017,50,89,75,546,-
*59,MINIMATA BANGO,359.66,354.01,3.046,1.986,02-11-2017,65,70,65,-,120
60,MAHANADI,348.7,342.73,0.767,0.304,02-11-2017,40,99,75,319,10
*61,SRISAILAM,269.75,268.74,8.288,5.482,02-11-2017,66,60,66,0,770
*62,NAGARJUNA SAGAR,179.83,175.84,6.841,4.033,02-11-2017,59,22,61,895,810
63,SOMASILA,100.58,96.38,1.994,1.426,02-11-2017,72,55,60,168,0
64,SRIRAMSAGAR,332.54,329.46,2.3,1.556,02-11-2017,68,100,61,411,27
65,LOWER MANAIR,280.42,272.34,0.621,0.208,02-11-2017,33,96,64,199,60
66,KRISHNARAJA SAGARA,752.5,748.73,1.163,0.845,31-10-2017,73,12,79,79,-
*67,TUNGABHADRA,497.74,496.14,3.276,2.319,02-11-2017,71,18,73,529,72
68,GHATAPRABHA(HIDKAL),662.95,661.13,1.391,1.312,01-11-2017,94,87,84,317,-
69,BHADRA,657.76,653.44,1.785,1.313,01-11-2017,74,42,84,106,39
70,LINGANAMAKKI,554.43,548.18,4.294,2.64,02-11-2017,61,56,80,-,55
71,NARAYANPUR,492.25,491.72,0.863,0.671,02-11-2017,78,72,83,425,-
72,MALAPRABHA(RENUKA),633.83,628.28,0.972,0.499,01-11-2017,51,34,65,215,-
73,KABINI,696.16,695.53,0.444,0.406,31-10-2017,91,36,44,85,-
74,HEMAVATHY,890.63,878.56,0.927,0.264,31-10-2017,28,14,68,265,-
75,HARANGI,871.42,869.51,0.22,0.173,31-10-2017,79,39,58,53,-
76,SUPA,564.0,549.09,4.12,2.505,02-11-2017,61,55,67,-,-
77,VANI VILAS SAGAR,652.28,632.7,0.802,0.023,02-11-2017,3,5,16,123,-
*79,GERUSOPPA,55.0,52.04,0.13,0.113,02-11-2017,87,78,85,83,240
80,KALLADA(PARAPPAR),115.82,112.83,0.507,0.419,01-11-2017,83,36,79,62,-
*81,IDAMALAYAR,169.0,160.97,1.018,0.787,01-11-2017,77,60,76,33,75
*82,IDUKKI,732.43,723.16,1.46,0.971,01-11-2017,67,44,68,-,780
*83,KAKKI,981.46,974.74,0.447,0.34,01-11-2017,76,60,80,23,300
*84,PERIYAR,867.41,862.76,0.173,0.072,01-11-2017,42,4,55,84,140
85,MALAMPUZHA,115.06,111.94,0.224,0.156,02-11-2017,70,42,84,21,3
86,LOWER BHAWANI,278.89,271.63,0.792,0.389,01-11-2017,49,14,50,105,8
*87,METTUR(STANLEY),240.79,230.12,2.647,1.334,01-11-2017,50,16,48,122,360
88,VAIGAI,279.2,274.52,0.172,0.08,01-11-2017,47,2,48,61,6
89,PARAMBIKULAM,556.26,546.32,0.38,0.185,01-11-2017,49,34,81,101,-
*91,SHOLAYAR,1002.79,992.72,0.143,0.082,01-11-2017,57,3,78,-,95
