S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,473.69,6.229,1.405,28-03-2018,23,13,26,676,1200
*2,PONG DAM(BEAS),423.67,394.17,6.157,0.773,28-03-2018,13,17,25,-,360
*3,THEIN DAM,527.91,495.81,2.344,0.469,28-03-2018,20,39,32,348,600
*4,MAHI BAJAJ SAGAR,280.75,270.9,1.711,0.679,28-03-2018,40,44,30,63,140
5,JHAKAM,359.5,347.25,0.132,0.04,28-03-2018,30,30,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.77,1.436,0.547,28-03-2018,38,28,29,229,172
7,TENUGHAT,269.14,258.52,0.821,0.36,28-03-2018,44,48,38,-,-
8,MAITHON,146.3,146.48,0.471,0.452,28-03-2018,96,94,58,342,-
*12,HIRAKUD,192.02,188.19,5.378,2.632,26-03-2018,49,52,47,153,307
*13,BALIMELA,462.08,444.12,2.676,0.389,26-03-2018,15,51,42,-,360
14,SALANADI,82.3,70.46,0.558,0.227,28-03-2018,41,30,27,42,-
*15,RENGALI,123.5,120.08,3.432,2.341,27-03-2018,68,78,45,3,200
*16,MACHKUND(JALAPUT),838.16,834.63,0.893,0.611,27-03-2018,68,40,54,-,115
*17,UPPER KOLAB,858.0,850.94,0.935,0.347,27-03-2018,37,58,38,89,320
*18,UPPER INDRAVATI,642.0,633.3,1.456,0.606,20-03-2018,42,57,45,128,600
19,MAYURAKSHI,121.31,116.89,0.48,0.28,28-03-2018,58,31,28,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,28-03-2018,46,31,24,341,-
21,GUMTI,93.55,90.7,0.312,0.187,27-03-2018,60,44,17,-,15
*22,UKAI,105.16,93.85,6.615,1.828,28-03-2018,28,58,45,348,300
23,SABARMATI(DHAROI),189.59,181.29,0.735,0.142,28-03-2018,19,36,25,95,1
*24,KADANA,127.7,122.51,1.472,0.713,28-03-2018,48,58,55,200,120
25,SHETRUNJI,55.53,50.22,0.3,0.055,28-03-2018,18,21,36,36,-
26,BHADAR,107.89,103.3,0.188,0.047,28-03-2018,25,4,23,27,-
27,DAMANGANGA,79.86,74.65,0.502,0.264,28-03-2018,53,43,51,51,1
28,DANTIWADA,184.1,175.63,0.399,0.142,28-03-2018,36,1,6,45,-
29,PANAM,127.41,123.7,0.697,0.333,28-03-2018,48,44,46,36,2
*30,SARDAR SAROVAR,138.68,105.55,5.76,0.0,28-03-2018,0,19,15,2120,1450
31,KARJAN,115.25,107.73,0.523,0.318,28-03-2018,61,45,56,51,3
32,JAYAKWADI(PAITHAN),463.91,461.03,2.171,1.187,27-03-2018,55,43,23,227,-
*33,KOYANA,657.9,648.28,2.652,1.762,28-03-2018,66,37,54,-,1920
34,BHIMA(UJJANI),496.83,494.96,1.517,0.937,25-03-2018,62,22,33,125,12
35,ISAPUR,441.0,426.8,0.965,0.043,28-03-2018,4,24,35,104,-
36,MULA,552.3,545.05,0.609,0.294,28-03-2018,48,37,35,139,-
37,YELDARI,461.77,447.78,0.809,0.001,28-03-2018,0,9,19,78,-
38,GIRNA,398.07,388.09,0.524,0.141,28-03-2018,27,35,20,79,-
39,KHADAKVASLA,582.47,580.77,0.056,0.034,28-03-2018,61,88,45,78,8
*40,UPPER VAITARNA,603.5,597.38,0.331,0.149,28-03-2018,45,51,56,-,61
41,UPPER TAPI,214.0,210.69,0.255,0.089,28-03-2018,35,49,55,45,-
*42,PENCH(TOTLADOH),490.0,472.37,1.091,0.15,28-03-2018,14,14,31,127,160
43,UPPER WARDHA,342.5,338.3,0.564,0.251,28-03-2018,45,46,37,70,-
44,BHATSA,142.07,123.22,0.942,0.507,28-03-2018,54,55,49,29.378,15
45,DHOM,747.7,738.85,0.331,0.156,28-03-2018,47,40,36,36.2,2
46,DUDHGANGA,646.0,635.33,0.664,0.358,28-03-2018,54,49,49,2.441,24
47,MANIKDOH,711.25,693.48,0.288,0.084,28-03-2018,29,8,12,2.2,6
48,BHANDARDARA,744.91,738.27,0.304,0.196,28-03-2018,64,55,47,63.74,46
49,MATATILA,308.46,303.34,0.707,0.182,28-03-2018,26,39,41,-,30
*50,RIHAND,268.22,256.98,5.649,1.152,28-03-2018,20,48,26,-,300
*51,RAMGANGA,365.3,335.36,2.196,0.52,15-03-2018,24,21,51,1897,198
*52,TEHRI,830.0,767.65,2.615,0.575,28-03-2018,22,19,27,2351,1000
*53,GANDHI SAGAR,399.9,387.65,6.827,1.315,26-03-2018,19,59,30,220,115
54,TAWA,355.4,338.33,1.944,0.183,28-03-2018,9,24,25,247,-
*55,BARGI,422.76,418.15,3.18,1.983,28-03-2018,62,43,41,157,90
*56,BANSAGAR,341.64,334.85,5.166,2.461,26-03-2018,48,65,43,488,425
*57,INDIRA SAGAR,262.13,251.0,9.745,2.403,28-03-2018,25,38,26,2380,1000
58,BARNA DAM,348.55,339.93,0.456,0.043,26-03-2018,9,32,21,546,-
*59,MINIMATA BANGO,359.66,352.58,3.046,1.785,27-03-2018,59,66,57,-,120
60,MAHANADI,348.7,344.02,0.767,0.384,28-03-2018,50,63,51,319,10
*61,SRISAILAM,269.75,246.61,8.288,0.859,28-03-2018,10,10,22,0,770
*62,NAGARJUNA SAGAR,179.83,158.47,6.841,0.493,28-03-2018,7,0,16,895,810
63,SOMASILA,100.58,86.01,1.994,0.41,28-03-2018,21,18,45,168,0
64,SRIRAMSAGAR,332.54,323.27,2.3,0.403,28-03-2018,18,30,18,411,27
65,LOWER MANAIR,280.42,270.97,0.621,0.16,28-03-2018,26,36,36,199,60
66,KRISHNARAJA SAGARA,752.5,738.96,1.163,0.186,28-03-2018,16,13,33,79,-
*67,TUNGABHADRA,497.74,482.17,3.276,0.142,28-03-2018,4,3,8,529,72
68,GHATAPRABHA(HIDKAL),662.95,643.49,1.391,0.328,28-03-2018,24,17,14,317,-
69,BHADRA,657.76,642.59,1.785,0.451,28-03-2018,25,15,47,106,39
70,LINGANAMAKKI,554.43,540.43,4.294,1.243,28-03-2018,29,22,35,-,55
71,NARAYANPUR,492.25,488.29,0.863,0.312,28-03-2018,36,30,43,425,-
72,MALAPRABHA(RENUKA),633.83,621.61,0.972,0.091,28-03-2018,9,6,9,215,-
73,KABINI,696.16,689.39,0.444,0.118,28-03-2018,27,3,19,85,-
74,HEMAVATHY,890.63,874.32,0.927,0.133,28-03-2018,14,6,16,265,-
75,HARANGI,871.42,856.62,0.22,0.041,28-03-2018,19,16,16,53,-
76,SUPA,564.0,540.93,4.12,1.829,28-03-2018,44,38,37,-,-
77,VANI VILAS SAGAR,652.28,631.76,0.802,0.011,28-03-2018,1,3,14,123,-
*79,GERUSOPPA,55.0,52.77,0.13,0.117,28-03-2018,90,78,81,83,240
80,KALLADA(PARAPPAR),115.82,112.2,0.507,0.407,28-03-2018,80,26,46,62,-
*81,IDAMALAYAR,169.0,145.28,1.018,0.413,28-03-2018,41,38,39,33,75
*82,IDUKKI,732.43,715.68,1.46,0.645,26-03-2018,44,27,38,-,780
*83,KAKKI,981.46,969.77,0.447,0.279,28-03-2018,62,39,50,23,300
*84,PERIYAR,867.41,860.04,0.173,0.026,28-03-2018,15,9,21,84,140
85,MALAMPUZHA,115.06,102.78,0.224,0.033,28-03-2018,15,12,21,21,3
86,LOWER BHAWANI,278.89,264.45,0.792,0.144,28-03-2018,18,9,32,105,8
*87,METTUR(STANLEY),240.79,215.73,2.647,0.311,28-03-2018,12,7,34,122,360
88,VAIGAI,279.2,267.48,0.172,0.014,28-03-2018,8,3,26,61,6
89,PARAMBIKULAM,556.26,536.59,0.38,0.029,28-03-2018,8,6,38,101,-
*91,SHOLAYAR,1002.79,957.38,0.143,0.0,28-03-2018,0,0,3,-,95
