S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,454.69,6.229,0.359,31-05-2018,6,22,24,676,1200
*2,PONG DAM(BEAS),423.67,391.99,6.157,0.562,31-05-2018,9,13,21,-,360
*3,THEIN DAM,527.91,499.05,2.344,0.583,31-05-2018,25,58,44,348,600
*4,MAHI BAJAJ SAGAR,280.75,269.35,1.711,0.542,31-05-2018,32,33,23,63,140
5,JHAKAM,359.5,346.75,0.132,0.038,31-05-2018,29,28,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.16,1.436,0.462,31-05-2018,32,26,37,229,172
7,TENUGHAT,269.14,257.24,0.821,0.318,31-05-2018,39,43,31,-,-
8,MAITHON,146.3,139.03,0.471,0.127,31-05-2018,27,25,27,342,-
*12,HIRAKUD,192.02,184.88,5.378,1.307,30-05-2018,24,22,18,153,307
*13,BALIMELA,462.08,441.9,2.676,0.215,30-05-2018,8,25,13,-,360
14,SALANADI,82.3,70.8,0.558,0.233,31-05-2018,42,29,24,42,-
*15,RENGALI,123.5,114.06,3.432,0.769,30-05-2018,22,32,10,3,200
*16,MACHKUND(JALAPUT),838.16,826.92,0.893,0.216,30-05-2018,24,16,33,-,115
*17,UPPER KOLAB,858.0,847.84,0.935,0.171,30-05-2018,18,27,16,89,320
*18,UPPER INDRAVATI,642.0,628.99,1.456,0.267,30-05-2018,18,25,18,128,600
19,MAYURAKSHI,121.31,113.83,0.48,0.171,31-05-2018,36,23,18,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,31-05-2018,46,26,15,341,-
21,GUMTI,93.55,91.8,0.312,0.232,29-05-2018,74,51,20,-,15
*22,UKAI,105.16,88.3,6.615,0.769,30-05-2018,12,32,24,348,300
23,SABARMATI(DHAROI),189.59,180.24,0.735,0.103,31-05-2018,14,22,17,95,1
*24,KADANA,127.7,121.18,1.472,0.612,31-05-2018,42,53,47,200,120
25,SHETRUNJI,55.53,49.42,0.3,0.042,31-05-2018,14,14,9,36,-
26,BHADAR,107.89,101.96,0.188,0.027,31-05-2018,14,1,13,27,-
27,DAMANGANGA,79.86,69.3,0.502,0.112,30-05-2018,22,13,17,51,1
28,DANTIWADA,184.1,171.5,0.399,0.066,31-05-2018,17,1,1,45,-
29,PANAM,127.41,121.75,0.697,0.247,31-05-2018,35,30,38,36,2
*30,SARDAR SAROVAR,138.68,105.91,5.76,0.0,30-05-2018,0,20,13,2120,1450
31,KARJAN,115.25,101.8,0.523,0.201,30-05-2018,38,26,35,51,3
32,JAYAKWADI(PAITHAN),463.91,458.72,2.171,0.581,30-05-2018,27,19,11,227,-
*33,KOYANA,657.9,632.84,2.652,0.701,31-05-2018,26,9,24,-,1920
34,BHIMA(UJJANI),496.83,490.58,1.517,0.0,31-05-2018,0,0,3,125,12
35,ISAPUR,441.0,423.36,0.965,0.0,31-05-2018,0,4,21,104,-
36,MULA,552.3,536.43,0.609,0.045,31-05-2018,7,3,9,139,-
37,YELDARI,461.77,447.16,0.809,0.0,31-05-2018,0,1,9,78,-
38,GIRNA,398.07,385.79,0.524,0.081,31-05-2018,15,24,11,79,-
39,KHADAKVASLA,582.47,579.97,0.056,0.025,31-05-2018,45,36,36,78,8
*40,UPPER VAITARNA,603.5,594.83,0.331,0.088,31-05-2018,27,30,31,-,61
41,UPPER TAPI,214.0,207.89,0.255,0.005,31-05-2018,2,9,19,45,-
*42,PENCH(TOTLADOH),490.0,469.29,1.091,0.081,31-05-2018,7,5,20,127,160
43,UPPER WARDHA,342.5,337.37,0.564,0.198,31-05-2018,35,36,30,70,-
44,BHATSA,142.07,112.78,0.942,0.332,31-05-2018,35,37,32,29.378,15
45,DHOM,747.7,731.86,0.331,0.057,31-05-2018,17,16,21,36.2,2
46,DUDHGANGA,646.0,625.08,0.664,0.152,31-05-2018,23,15,21,2.441,24
47,MANIKDOH,711.25,686.86,0.288,0.015,31-05-2018,5,3,3,2.2,6
48,BHANDARDARA,744.91,725.2,0.304,0.082,31-05-2018,27,17,13,63.74,46
49,MATATILA,308.46,301.36,0.707,0.074,30-05-2018,10,9,28,-,30
*50,RIHAND,268.22,255.3,5.649,0.643,31-05-2018,11,31,13,-,300
*51,RAMGANGA,365.3,326.99,2.196,0.251,30-05-2018,11,0,25,1897,198
*52,TEHRI,830.0,743.05,2.615,0.049,31-05-2018,2,3,3,2351,1000
*53,GANDHI SAGAR,399.9,387.02,6.827,1.154,31-05-2018,17,56,23,220,115
54,TAWA,355.4,338.18,1.944,0.175,31-05-2018,9,23,19,247,-
*55,BARGI,422.76,415.35,3.18,1.416,31-05-2018,45,26,18,157,90
*56,BANSAGAR,341.64,334.03,5.166,2.224,31-05-2018,43,53,31,488,425
*57,INDIRA SAGAR,262.13,249.25,9.745,1.88,31-05-2018,19,21,11,2380,1000
58,BARNA DAM,348.55,339.17,0.456,0.025,31-05-2018,5,28,15,546,-
*59,MINIMATA BANGO,359.66,350.85,3.046,1.556,31-05-2018,51,58,47,-,120
60,MAHANADI,348.7,341.1,0.767,0.206,30-05-2018,27,13,25,319,10
*61,SRISAILAM,269.75,243.75,8.288,0.72,31-05-2018,9,5,11,0,770
*62,NAGARJUNA SAGAR,179.83,156.06,6.841,0.097,31-05-2018,1,0,17,895,810
63,SOMASILA,100.58,84.97,1.994,0.348,31-05-2018,17,11,33,168,0
64,SRIRAMSAGAR,332.54,320.25,2.3,0.187,31-05-2018,8,11,10,411,27
65,LOWER MANAIR,280.42,268.93,0.621,0.103,31-05-2018,17,35,23,199,60
66,KRISHNARAJA SAGARA,752.5,737.26,1.163,0.121,31-05-2018,10,5,11,79,-
*67,TUNGABHADRA,497.74,481.4,3.276,0.111,31-05-2018,3,1,9,529,72
68,GHATAPRABHA(HIDKAL),662.95,636.54,1.391,0.123,30-05-2018,9,3,4,317,-
69,BHADRA,657.76,635.02,1.785,0.101,30-05-2018,6,0,20,106,39
70,LINGANAMAKKI,554.43,534.48,4.294,0.605,31-05-2018,14,9,15,-,55
71,NARAYANPUR,492.25,487.76,0.863,0.267,31-05-2018,31,14,28,425,-
72,MALAPRABHA(RENUKA),633.83,621.39,0.972,0.052,30-05-2018,5,2,6,215,-
73,KABINI,696.16,688.18,0.444,0.076,31-05-2018,17,0,7,85,-
74,HEMAVATHY,890.63,873.25,0.927,0.105,31-05-2018,11,4,8,265,-
75,HARANGI,871.42,848.18,0.22,0.004,31-05-2018,2,15,16,53,-
