S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,475.78,6.229,1.354,09-05-2024,22.0,23.0,26.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,403.07,6.157,1.775,09-05-2024,29.0,36.0,28.0,0.0,396.0
*3,KOL DAM,642.0,640.81,0.089,0.071,09-05-2024,80.0,76.0,49.0,0.0,800.0
4,THEIN DAM,527.91,505.53,2.344,0.892,09-05-2024,38.0,48.0,52.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.7,1.711,0.572,09-05-2024,33.0,31.0,32.0,63.0,140.0
6,JHAKAM,359.5,343.3,0.132,0.023,09-05-2024,17.0,26.0,27.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.91,1.436,0.588,09-05-2024,41.0,70.0,39.0,229.0,172.0
8,BISALPUR,315.5,310.75,1.076,0.371,09-05-2024,34.0,63.0,43.0,81.8,0.0
9,JAWAI DAM,313.4,302.49,0.193,0.031,09-05-2024,16.0,31.0,17.0,38.67,0.0
10,JAISAMAND,295.54,290.36,0.296,0.082,09-05-2024,28.0,59.0,42.0,16.0,0.0
11,TENUGHAT,269.14,258.03,0.821,0.344,09-05-2024,42.0,43.0,42.0,0.0,0.0
12,MAITHON,146.3,144.89,0.471,0.365,09-05-2024,77.0,50.0,42.0,342.0,0.0
*$13,PANCHET HILL,124.97,124.72,0.184,0.172,09-05-2024,93.0,53.0,52.0,0.0,80.0
$14,KONAR,425.81,419.57,0.176,0.077,09-05-2024,44.0,52.0,43.0,0.0,0.0
$15,TILAIYA,368.81,364.25,0.142,0.015,09-05-2024,11.0,14.0,20.0,0.0,4.0
*16,GETALSUD,590.06,585.82,0.218,0.097,09-05-2024,44.0,34.0,39.0,0.0,130.0
17,HIRAKUD,192.02,186.42,5.378,1.861,09-05-2024,35.0,29.0,30.0,153.0,307.0
*18,BALIMELA,462.08,446.62,2.676,0.607,09-05-2024,23.0,17.0,32.0,0.0,360.0
19,SALANADI,82.3,72.25,0.558,0.267,09-05-2024,48.0,46.0,44.0,42.0,0.0
20,RENGALI,123.5,117.03,3.432,1.442,09-05-2024,42.0,31.0,38.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,822.64,0.893,0.083,09-05-2024,9.0,36.0,35.0,0.0,115.0
22,UPPER KOLAB,858.0,850.55,0.935,0.318,09-05-2024,34.0,29.0,29.0,89.0,320.0
23,UPPER INDRAVATI,642.0,627.96,1.456,0.198,09-05-2024,14.0,37.0,33.0,128.0,600.0
24,SAPUA,168.5,166.98,0.006,0.005,09-05-2024,83.0,100.0,83.0,0.0,0.0
25,HARIHARJHOR,147.5,142.57,0.059,0.015,09-05-2024,25.0,0.0,15.0,9.95,0.0
26,MANDIRA DAM,210.31,208.57,0.309,0.212,09-05-2024,69.0,61.0,76.0,0.0,0.0
27,MAYURAKSHI,121.31,111.25,0.48,0.105,09-05-2024,22.0,26.0,23.0,227.0,0.0
