S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,479.47,6.229,1.858,11-04-2016,30,33,26,676,1200
*2,PONG DAM(BEAS),423.67,395.86,6.157,0.945,12-04-2016,15,32,31,-,360
*3,THEIN DAM,527.91,496.03,2.344,0.47,13-04-2016,20,62,38,348,600
*4,MAHI BAJAJ SAGAR,280.75,267.2,1.711,0.399,13-04-2016,23,31,27,63,140
5,JHAKAM,359.5,338.0,0.132,0.01,13-04-2016,8,19,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.19,1.436,0.465,13-04-2016,32,26,34,229,172
7,TENUGHAT,269.14,256.44,0.821,0.294,13-04-2016,36,42,34,-,-
8,MAITHON,146.3,137.41,0.471,0.082,13-04-2016,17,32,45,342,-
*12,HIRAKUD,192.02,186.9,5.378,2.056,13-04-2016,38,35,41,153,307
*13,BALIMELA,462.08,450.65,2.676,1.019,13-04-2016,38,56,30,-,360
14,SALANADI,82.3,54.05,0.558,0.022,12-04-2016,4,40,22,42,-
*15,RENGALI,123.5,115.46,3.432,1.078,13-04-2016,31,66,37,3,200
*16,MACHKUND(JALAPUT),838.16,831.6,0.893,0.426,13-04-2016,48,46,48,-,115
*17,UPPER KOLAB,858.0,850.9,0.935,0.343,13-04-2016,37,55,34,89,320
*18,UPPER INDRAVATI,642.0,632.63,1.456,0.551,13-04-2016,38,54,38,128,600
19,MAYURAKSHI,121.31,110.19,0.48,0.083,13-04-2016,17,15,23,227,-
20,KANGSABATI,134.14,122.74,0.914,0.181,13-04-2016,20,24,16,341,-
21,GUMTI,93.55,89.7,0.312,0.148,13-04-2016,47,0,7,-,15
*22,UKAI,105.16,92.86,6.615,1.164,13-04-2016,18,33,42,348,300
23,SABARMATI(DHAROI),189.59,182.51,0.735,0.196,13-04-2016,27,16,27,95,1
*24,KADANA,127.7,118.31,1.472,0.427,13-04-2016,29,63,56,200,120
25,SHETRUNJI,55.53,49.62,0.3,0.045,13-04-2016,15,16,21,36,-
26,BHADAR,107.89,101.8,0.188,0.025,13-04-2016,13,20,24,27,-
27,DAMANGANGA,79.86,70.65,0.502,0.145,13-04-2016,29,30,48,51,1
28,DANTIWADA,184.1,169.92,0.399,0.047,12-04-2016,12,4,6,45,-
29,PANAM,127.41,118.15,0.697,0.134,13-04-2016,19,48,50,36,2
*30,SARDAR SAROVAR,121.92,114.66,1.566,0.455,13-04-2016,29,71,50,2120,1450
31,KARJAN,115.25,96.8,0.523,0.127,13-04-2016,24,46,61,51,3
32,JAYAKWADI(PAITHAN),463.91,454.78,2.171,0.0,13-04-2016,0,11,27,227,-
*33,KOYANA,657.9,635.38,2.652,0.685,13-04-2016,26,56,51,-,1920
34,BHIMA(UJJANI),496.83,487.83,1.517,0.0,13-04-2016,0,16,27,125,12
35,ISAPUR,441.0,428.58,0.965,0.112,13-04-2016,12,27,36,104,-
36,MULA,552.3,537.34,0.609,0.064,12-04-2016,11,18,34,139,-
37,YELDARI,461.77,447.86,0.809,0.003,06-04-2016,0,11,23,78,-
38,GIRNA,398.07,380.23,0.524,0.0,13-04-2016,0,16,21,79,-
39,KHADAKVASLA,582.47,579.49,0.056,0.02,12-04-2016,36,73,36,78,8
*40,UPPER VAITARNA,603.5,596.22,0.331,0.122,13-04-2016,37,43,50,-,61
41,UPPER TAPI,214.0,209.78,0.255,0.055,13-04-2016,22,82,50,45,-
*42,PENCH(TOTLADOH),490.0,472.38,1.091,0.15,13-04-2016,14,18,29,127,160
43,UPPER WARDHA,342.5,336.49,0.564,0.154,13-04-2016,27,36,38,70,-
44,BHATSA,142.07,116.88,0.942,0.396,13-04-2016,42,43,47,29.378,15
45,DHOM,747.7,731.73,0.331,0.107,13-04-2016,32,59,39,36.2,2
46,DUDHGANGA,646.0,621.55,0.664,0.102,12-04-2016,15,53,47,2.441,24
47,MANIKDOH,711.25,683.35,0.288,0.021,13-04-2016,7,25,16,2.2,6
48,BHANDARDARA,342.5,336.49,0.304,0.036,13-04-2016,27,36,38,70,-
49,MATATILA,308.46,302.21,0.707,0.115,06-04-2016,16,36,41,-,30
*50,RIHAND,268.22,257.07,5.649,1.178,12-04-2016,21,21,19,-,300
*51,RAMGANGA,365.3,330.02,2.196,0.346,13-04-2016,16,63,39,1897,198
*52,TEHRI,830.0,748.0,2.615,0.144,13-04-2016,6,23,19,2351,1000
*53,GANDHI SAGAR,399.9,393.28,6.827,3.167,13-04-2016,46,40,20,220,115
54,TAWA,355.4,340.25,1.944,0.28,13-04-2016,14,33,25,247,-
*55,BARGI,422.76,415.75,3.18,1.492,13-04-2016,47,37,31,157,90
*56,BANSAGAR,341.64,333.76,5.166,2.145,13-04-2016,42,65,32,488,425
*57,INDIRA SAGAR,262.13,251.36,9.745,2.549,13-04-2016,26,26,19,2380,1000
58,BARNA DAM,348.55,339.63,0.456,0.036,13-04-2016,8,24,18,546,-
*59,MINIMATA BANGO,359.66,348.11,3.046,1.227,13-04-2016,40,79,52,-,120
60,MAHANADI,348.7,342.27,0.767,0.275,13-04-2016,36,35,47,319,10
*61,SRISAILAM,269.75,241.48,8.288,0.622,13-04-2016,8,30,19,0,770
*62,NAGARJUNA SAGAR,179.83,154.44,6.841,0.0,13-04-2016,0,4,23,895,810
63,SOMASILA,100.58,91.15,1.994,0.807,13-04-2016,40,15,43,168,0
64,SRIRAMSAGAR,332.54,319.31,2.3,0.142,13-04-2016,6,16,12,411,27
65,LOWER MANAIR,280.42,267.77,0.621,0.078,13-04-2016,13,22,31,199,60
66,KRISHNARAJA SAGARA,752.5,739.17,1.163,0.194,13-04-2016,17,37,26,79,-
*67,TUNGABHADRA,497.74,481.45,3.276,0.112,13-04-2016,3,2,4,529,72
68,GHATAPRABHA(HIDKAL),662.95,634.16,1.391,0.075,13-04-2016,5,16,10,317,-
