S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,463.69,6.229,0.782,10-05-2018,13,16,22,676,1200
*2,PONG DAM(BEAS),423.67,393.5,6.157,0.704,10-05-2018,11,15,24,-,360
*3,THEIN DAM,527.91,499.66,2.344,0.609,10-05-2018,26,60,42,348,600
*4,MAHI BAJAJ SAGAR,280.75,269.65,1.711,0.567,10-05-2018,33,33,24,63,140
5,JHAKAM,359.5,346.9,0.132,0.039,10-05-2018,30,28,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.38,1.436,0.493,10-05-2018,34,27,35,229,172
7,TENUGHAT,269.14,257.69,0.821,0.332,10-05-2018,40,44,33,-,-
8,MAITHON,146.3,140.28,0.471,0.169,10-05-2018,36,35,30,342,-
*12,HIRAKUD,192.02,185.86,5.378,1.643,10-05-2018,31,31,27,153,307
*13,BALIMELA,462.08,442.51,2.676,0.262,10-05-2018,10,35,20,-,360
14,SALANADI,82.3,70.64,0.558,0.23,10-05-2018,41,29,25,42,-
*15,RENGALI,123.5,117.04,3.432,1.444,10-05-2018,42,57,21,3,200
*16,MACHKUND(JALAPUT),838.16,829.24,0.893,0.308,10-05-2018,34,23,40,-,115
*17,UPPER KOLAB,858.0,849.0,0.935,0.228,10-05-2018,24,37,20,89,320
*18,UPPER INDRAVATI,642.0,630.5,1.456,0.376,10-05-2018,26,33,27,128,600
19,MAYURAKSHI,121.31,113.89,0.48,0.172,10-05-2018,36,22,17,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,10-05-2018,46,31,16,341,-
21,GUMTI,93.55,90.25,0.312,0.168,08-05-2018,54,42,14,-,15
*22,UKAI,105.16,90.6,6.615,1.173,09-05-2018,18,40,31,348,300
23,SABARMATI(DHAROI),189.59,180.62,0.735,0.116,10-05-2018,16,25,19,95,1
*24,KADANA,127.7,121.87,1.472,0.663,10-05-2018,45,55,50,200,120
25,SHETRUNJI,55.53,49.67,0.3,0.045,10-05-2018,15,16,11,36,-
26,BHADAR,107.89,102.47,0.188,0.035,10-05-2018,19,2,18,27,-
27,DAMANGANGA,79.86,71.0,0.502,0.154,09-05-2018,31,20,30,51,1
28,DANTIWADA,184.1,172.53,0.399,0.082,10-05-2018,21,1,2,45,-
29,PANAM,127.41,122.05,0.697,0.259,10-05-2018,37,33,40,36,2
*30,SARDAR SAROVAR,138.68,104.46,5.76,0.0,09-05-2018,0,17,15,2120,1450
31,KARJAN,115.25,104.1,0.523,0.242,09-05-2018,46,33,42,51,3
32,JAYAKWADI(PAITHAN),463.91,459.58,2.171,0.79,09-05-2018,36,26,15,227,-
*33,KOYANA,657.9,638.81,2.652,1.02,09-05-2018,38,16,33,-,1920
34,BHIMA(UJJANI),496.83,492.04,1.517,0.208,10-05-2018,14,0,8,125,12
35,ISAPUR,441.0,425.05,0.965,0.0,09-05-2018,0,12,25,104,-
36,MULA,552.3,541.29,0.609,0.162,09-05-2018,27,19,20,139,-
37,YELDARI,461.77,447.38,0.809,0.0,09-05-2018,0,1,10,78,-
38,GIRNA,398.07,386.06,0.524,0.087,09-05-2018,17,25,15,79,-
39,KHADAKVASLA,582.47,581.8,0.056,0.047,09-05-2018,84,43,43,78,8
*40,UPPER VAITARNA,603.5,595.05,0.331,0.093,09-05-2018,28,37,37,-,61
41,UPPER TAPI,214.0,208.56,0.255,0.022,09-05-2018,9,26,34,45,-
*42,PENCH(TOTLADOH),490.0,470.9,1.091,0.115,09-05-2018,11,9,24,127,160
43,UPPER WARDHA,342.5,337.69,0.564,0.216,10-05-2018,38,39,33,70,-
44,BHATSA,142.07,116.41,0.942,0.388,09-05-2018,41,43,38,29.378,15
45,DHOM,747.7,734.99,0.331,0.097,09-05-2018,29,25,27,36.2,2
46,DUDHGANGA,646.0,628.27,0.664,0.205,09-05-2018,31,26,30,2.441,24
47,MANIKDOH,711.25,689.07,0.288,0.026,09-05-2018,9,3,3,2.2,6
48,BHANDARDARA,744.91,729.42,0.304,0.111,09-05-2018,37,30,27,63.74,46
49,MATATILA,308.46,301.75,0.707,0.093,09-05-2018,13,15,40,-,30
*50,RIHAND,268.22,256.06,5.649,0.865,10-05-2018,15,37,17,-,300
*51,RAMGANGA,365.3,331.86,2.196,0.407,10-05-2018,19,3,31,1897,198
*52,TEHRI,830.0,747.95,2.615,0.144,10-05-2018,6,6,8,2351,1000
*53,GANDHI SAGAR,399.9,387.15,6.827,1.188,09-05-2018,17,57,20,220,115
54,TAWA,355.4,338.27,1.944,0.179,10-05-2018,9,23,21,247,-
*55,BARGI,422.76,416.6,3.18,1.66,10-05-2018,52,32,25,157,90
*56,BANSAGAR,341.64,334.35,5.166,2.316,09-05-2018,45,37,30,488,425
*57,INDIRA SAGAR,262.13,250.16,9.745,2.207,09-05-2018,23,28,17,2380,1000
58,BARNA DAM,348.55,339.58,0.456,0.035,09-05-2018,8,29,15,546,-
*59,MINIMATA BANGO,359.66,351.36,3.046,1.622,07-05-2018,53,60,47,-,120
60,MAHANADI,348.7,341.38,0.767,0.22,09-05-2018,29,20,29,319,10
*61,SRISAILAM,269.75,243.81,8.288,0.723,10-05-2018,9,6,12,0,770
*62,NAGARJUNA SAGAR,179.83,156.3,6.841,0.136,10-05-2018,2,0,16,895,810
63,SOMASILA,100.58,85.23,1.994,0.364,10-05-2018,18,12,38,168,0
64,SRIRAMSAGAR,332.54,320.38,2.3,0.193,10-05-2018,8,12,11,411,27
65,LOWER MANAIR,280.42,269.11,0.621,0.107,10-05-2018,17,36,24,199,60
66,KRISHNARAJA SAGARA,752.5,736.15,1.163,0.085,09-05-2018,7,7,19,79,-
*67,TUNGABHADRA,497.74,480.38,3.276,0.076,10-05-2018,2,1,7,529,72
68,GHATAPRABHA(HIDKAL),662.95,636.85,1.391,0.13,09-05-2018,9,4,6,317,-
69,BHADRA,657.76,635.01,1.785,0.1,09-05-2018,6,4,28,106,39
70,LINGANAMAKKI,554.43,536.2,4.294,0.76,10-05-2018,18,11,21,-,55
71,NARAYANPUR,492.25,487.0,0.863,0.208,10-05-2018,24,14,29,425,-
72,MALAPRABHA(RENUKA),633.83,621.71,0.972,0.062,09-05-2018,6,3,7,215,-
73,KABINI,696.16,687.23,0.444,0.046,09-05-2018,10,0,8,85,-
74,HEMAVATHY,890.63,872.59,0.927,0.091,09-05-2018,10,4,9,265,-
75,HARANGI,871.42,856.23,0.22,0.039,09-05-2018,18,15,15,53,-
76,SUPA,564.0,535.5,4.12,1.444,10-05-2018,35,30,22,-,-
77,VANI VILAS SAGAR,652.28,631.5,0.802,0.007,10-05-2018,1,2,12,123,-
*79,GERUSOPPA,55.0,52.0,0.13,0.113,10-05-2018,87,75,85,83,240
80,KALLADA(PARAPPAR),115.82,108.5,0.507,0.333,08-05-2018,66,14,28,62,-
*81,IDAMALAYAR,169.0,134.88,1.018,0.218,09-05-2018,21,23,23,33,75
*82,IDUKKI,732.43,709.9,1.46,0.43,08-05-2018,29,15,25,-,780
*83,KAKKI,981.46,958.85,0.447,0.173,08-05-2018,39,19,30,23,300
*84,PERIYAR,867.41,859.82,0.173,0.037,08-05-2018,21,5,27,84,140
85,MALAMPUZHA,115.06,102.7,0.224,0.224,10-05-2018,100,9,20,21,3
86,LOWER BHAWANI,278.89,264.06,0.792,0.135,09-05-2018,17,8,23,105,8
*87,METTUR(STANLEY),240.79,214.9,2.647,0.274,09-05-2018,10,5,33,122,360
88,VAIGAI,279.2,267.9,0.172,0.016,08-05-2018,9,3,23,61,6
89,PARAMBIKULAM,556.26,535.96,0.38,0.02,09-05-2018,5,5,29,101,-
*91,SHOLAYAR,1002.79,957.25,0.143,0.0,09-05-2018,0,0,4,-,95
