S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,501.13,6.229,4.011,23-09-2021,64,75,86,676.0,1379.0
2,PONG DAM(BEAS),423.67,412.61,6.157,3.38,23-09-2021,55,76,84,0.0,396.0
3,KOL DAM,642.0,639.5,0.089,0.052,23-09-2021,58,81,82,0.0,800.0
4,THEIN DAM,527.91,508.13,2.344,1.013,23-09-2021,43,62,73,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.3,1.711,1.711,23-09-2021,100,100,91,63.0,140.0
6,JHAKAM,359.5,354.9,0.132,0.09,23-09-2021,68,100,98,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.47,1.436,1.374,23-09-2021,96,91,85,229.0,172.0
8,BISALPUR,315.5,311.36,1.076,0.434,23-09-2021,40,65,78,81.8,0.0
9,TENUGHAT,269.14,259.48,0.821,0.396,23-09-2021,48,49,47,0.0,0.0
10,MAITHON,146.3,146.74,0.471,0.467,23-09-2021,99,100,92,342.0,0.0
11,PANCHET HILL,124.97,127.49,0.184,0.184,23-09-2021,100,100,91,0.0,80.0
12,KONAR,425.81,426.02,0.176,0.176,23-09-2021,100,98,85,0.0,0.0
13,TILAIYA,368.81,369.88,0.142,0.142,23-09-2021,100,98,85,0.0,4.0
14,GETALSUD,590.06,589.54,0.218,0.201,23-09-2021,92,45,64,0.0,130.0
15,HIRAKUD,192.02,191.94,5.378,4.771,23-09-2021,89,87,87,153.0,307.0
16,BALIMELA,462.08,450.19,2.676,0.968,23-09-2021,36,70,63,0.0,360.0
17,SALANADI,82.3,75.3,0.558,0.344,23-09-2021,62,65,60,42.0,0.0
18,RENGALI,123.5,122.69,3.432,3.167,23-09-2021,92,86,88,3.0,200.0
19,MACHKUND(JALAPUT),838.16,831.13,0.893,0.4,23-09-2021,45,78,87,0.0,115.0
20,UPPER KOLAB,858.0,850.16,0.935,0.289,23-09-2021,31,40,67,89.0,320.0
21,UPPER INDRAVATI,642.0,632.81,1.456,0.565,23-09-2021,39,71,76,128.0,600.0
22,SAPUA,168.5,167.38,0.006,0.005,23-09-2021,83,100,83,0.0,0.0
23,HARIHARJHOR,147.5,146.37,0.059,0.053,23-09-2021,90,90,92,9.95,0.0
24,MANDIRA DAM,210.31,208.33,0.309,0.25,23-09-2021,81,73,65,0.0,0.0
25,MAYURAKSHI,121.31,117.06,0.48,0.288,23-09-2021,60,74,60,227.0,0.0
26,KANGSABATI,134.14,132.34,0.914,0.787,23-09-2021,86,69,65,341.0,0.0
27,GUMTI,93.55,92.35,0.312,0.258,23-09-2021,83,91,69,0.0,15.0
28,DOYANG HEP,333.0,318.95,0.535,0.312,23-09-2021,58,57,64,0.0,75.0
29,UKAI,105.16,104.07,6.615,6.094,22-09-2021,92,98,81,348.0,300.0
30,SABARMATI(DHAROI),189.59,183.88,0.735,0.27,23-09-2021,37,100,81,95.0,1.0
31,KADANA,127.7,125.15,1.472,0.938,23-09-2021,64,81,79,200.0,120.0
32,SHETRUNJI,55.53,55.53,0.3,0.3,23-09-2021,100,100,64,36.0,0.0
33,BHADAR,107.89,107.64,0.188,0.177,23-09-2021,94,100,63,27.0,0.0
34,DAMANGANGA,79.86,79.15,0.502,0.444,22-09-2021,88,88,88,51.0,1.0
35,DANTIWADA,184.1,169.53,0.399,0.042,23-09-2021,11,63,51,45.0,0.0
36,PANAM,127.41,122.55,0.697,0.28,23-09-2021,40,60,78,36.0,2.0
37,SARDAR SAROVAR,138.68,122.54,5.76,1.678,22-09-2021,29,93,45,2120.0,1450.0
38,KARJAN,115.25,113.76,0.523,0.472,22-09-2021,90,92,84,51.0,3.0
39,SUKHI(GUJ),147.82,147.72,0.167,0.163,23-09-2021,98,98,78,20.7,0.0
40,WATRAK,136.25,131.41,0.154,0.041,23-09-2021,27,75,77,22.98,0.0
41,HATHMATI,180.74,177.97,0.153,0.058,23-09-2021,38,97,46,5.166,0.0
42,MACHCHHU-I,135.33,133.21,0.071,0.04,21-09-2021,56,97,49,0.0,0.0
43,MACHCHHU-II,57.3,54.96,0.091,0.056,23-09-2021,62,92,54,10.13,0.0
44,UND-I,98.0,98.0,0.066,0.066,23-09-2021,100,100,53,9.9,0.0
45,BRAHMANI(GUJ),64.62,60.71,0.071,0.016,23-09-2021,23,79,41,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,462.4,2.171,1.626,23-09-2021,75,96,55,227.0,0.0
47,KOYANA,657.9,658.98,2.652,2.652,23-09-2021,100,100,97,0.0,1920.0
48,BHIMA(UJJANI),496.83,496.06,1.517,0.127,23-09-2021,8,100,79,125.0,12.0
49,ISAPUR,441.0,440.98,0.965,0.962,23-09-2021,100,100,60,104.0,0.0
50,MULA,552.3,552.23,0.609,0.606,23-09-2021,100,99,84,139.0,0.0
51,YELDARI,461.77,461.77,0.809,0.809,23-09-2021,100,98,39,78.0,0.0
52,GIRNA,398.07,394.88,0.524,0.364,23-09-2021,69,100,53,79.0,0.0
53,KHADAKVASLA,582.47,582.43,0.056,0.055,23-09-2021,98,100,84,78.0,8.0
54,UPPER VAITARNA,603.5,603.46,0.331,0.33,23-09-2021,100,100,95,0.0,61.0
55,UPPER TAPI,214.0,213.09,0.255,0.203,23-09-2021,80,69,75,45.0,0.0
56,PENCH(TOTLADOH),490.0,488.32,1.091,0.89,23-09-2021,82,92,78,127.0,160.0
57,UPPER WARDHA,342.5,342.46,0.564,0.56,23-09-2021,99,100,94,70.0,0.0
58,BHATSA,142.07,141.84,0.942,0.937,23-09-2021,99,99,97,29.38,15.0
59,DHOM,747.7,747.38,0.331,0.323,21-09-2021,98,98,92,36.2,2.0
60,DUDHGANGA,646.0,646.0,0.664,0.664,23-09-2021,100,100,97,2.441,24.0
61,MANIKDOH,711.25,704.29,0.288,0.175,23-09-2021,61,45,64,2.2,6.0
62,BHANDARDARA,744.91,744.73,0.304,0.304,23-09-2021,100,100,98,63.74,46.0
63,URMODI,696.0,695.0,0.273,0.258,23-09-2021,95,99,96,37.0,3.0
64,BHATGHAR,623.28,623.28,0.673,0.666,23-09-2021,99,99,96,60.66,14.09
65,NIRA DEOGHAR,667.1,667.1,0.332,0.332,23-09-2021,100,100,96,0.0,6.0
66,THOKARWADI,667.14,664.77,0.353,0.287,23-09-2021,81,73,82,0.0,72.0
67,KANHER,690.78,690.71,0.272,0.271,23-09-2021,100,98,97,44.78,4.0
68,MULSHI,607.1,606.65,0.572,0.549,23-09-2021,96,91,88,0.0,300.0
69,PRIYADARSHINI JURALA,118.6,118.6,0.276,0.276,23-09-2021,100,99,98,18.32,6.0
70,TILLARI,113.2,111.68,0.447,0.424,23-09-2021,95,93,95,21.26,10.0
71,MATATILA,308.46,308.46,0.707,0.641,23-09-2021,91,91,90,0.0,30.0
72,RIHAND,268.22,264.02,5.649,3.843,23-09-2021,68,69,61,0.0,300.0
73,SHARDA SAGAR,190.5,184.28,0.33,0.093,23-09-2021,28,60,52,126.5,0.0
74,SIRSI,217.93,217.3,0.19,0.17,23-09-2021,89,62,67,80.57,0.0
75,MAUDAHA,147.8,145.6,0.179,0.104,23-09-2021,58,41,60,41.7,0.0
76,JIRGO,98.2,96.34,0.147,0.105,23-09-2021,71,73,59,13.14,0.0
77,RANGAWAN,233.17,225.13,0.155,0.038,23-09-2021,25,34,60,20.24,0.0
78,MEJA,178.0,177.3,0.299,0.282,23-09-2021,94,1,62,71.05,0.0
79,RAMGANGA,365.3,360.15,2.196,1.812,23-09-2021,83,76,69,1897.0,198.0
80,TEHRI,830.0,829.95,2.615,2.615,23-09-2021,100,97,90,2351.0,1000.0
81,GANDHI SAGAR,399.9,398.28,6.827,5.647,23-09-2021,83,89,86,220.0,115.0
82,TAWA,355.4,355.42,1.944,1.944,23-09-2021,100,100,95,247.0,0.0
83,BARGI,422.76,422.7,3.18,3.171,23-09-2021,100,100,97,157.0,90.0
84,BANSAGAR,341.64,340.01,5.166,4.435,23-09-2021,86,98,93,488.0,425.0
85,INDIRA SAGAR,262.13,256.99,9.745,5.814,23-09-2021,60,97,89,2380.0,1000.0
86,BARNA DAM,348.55,347.94,0.456,0.413,23-09-2021,91,100,94,546.0,0.0
87,OMKARESHWAR,196.6,195.16,0.299,0.145,23-09-2021,48,20,2,132.5,520.0
88,SANJAY SAROVAR,519.38,518.9,0.508,0.387,23-09-2021,76,75,72,12.65,3.45
89,KOLAR DAM,462.2,458.39,0.27,0.194,23-09-2021,72,97,76,25.68,0.0
90,MINIMATA BANGO,359.66,359.31,3.046,2.833,23-09-2021,93,81,81,0.0,120.0
91,MAHANADI,348.7,346.47,0.767,0.57,23-09-2021,74,94,84,319.0,10.0
92,DUDHAWA,425.1,421.01,0.284,0.133,22-09-2021,47,99,76,324.5,0.0
93,TANDULA,332.2,328.91,0.312,0.171,22-09-2021,55,59,64,246.4,0.0
94,SRISAILAM,269.75,269.17,6.013,5.702,23-09-2021,95,98,78,0.0,770.0
95,NAGARJUNA SAGAR,179.83,179.83,5.108,5.108,23-09-2021,100,99,63,895.0,810.0
