S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,471.45,6.229,1.255,07-03-2017,20,38,36,676,1200
*2,PONG DAM(BEAS),423.67,398.81,6.157,1.281,09-03-2017,21,18,32,-,360
*3,THEIN DAM,527.91,504.81,2.344,0.866,09-03-2017,37,22,31,348,600
*4,MAHI BAJAJ SAGAR,280.75,273.8,1.711,0.929,09-03-2017,54,34,34,63,140
5,JHAKAM,359.5,347.25,0.132,0.04,09-03-2017,30,8,19,28,-
*6,RANA PRATAP SAGAR,352.81,346.23,1.436,0.329,08-03-2017,23,29,40,229,172
7,TENUGHAT,269.14,259.7,0.821,0.405,09-03-2017,49,38,40,-,-
8,MAITHON,146.3,147.12,0.471,0.471,09-03-2017,100,27,67,342,-
*12,HIRAKUD,192.02,189.27,5.378,3.168,09-03-2017,59,52,55,153,307
*13,BALIMELA,462.08,455.58,2.676,1.637,08-03-2017,61,48,48,-,360
14,SALANADI,82.3,67.7,0.558,0.17,09-03-2017,30,5,32,42,-
*15,RENGALI,123.5,121.59,3.432,2.811,08-03-2017,82,43,53,3,200
*16,MACHKUND(JALAPUT),838.16,831.43,0.893,0.417,08-03-2017,47,58,61,-,115
*17,UPPER KOLAB,858.0,854.58,0.935,0.62,08-03-2017,66,56,47,89,320
*18,UPPER INDRAVATI,642.0,636.5,1.456,0.892,09-03-2017,61,44,48,128,600
19,MAYURAKSHI,121.31,114.06,0.48,0.178,09-03-2017,37,19,33,227,-
20,KANGSABATI,134.14,125.32,0.914,0.284,09-03-2017,31,25,28,341,-
21,GUMTI,93.55,89.5,0.312,0.141,07-03-2017,45,54,16,-,15
*22,UKAI,105.16,100.46,6.615,4.24,09-03-2017,64,35,51,348,300
23,SABARMATI(DHAROI),189.59,184.37,0.735,0.3,09-03-2017,41,33,31,95,1
*24,KADANA,127.7,123.9,1.472,0.828,09-03-2017,56,30,56,200,120
25,SHETRUNJI,55.53,52.12,0.3,0.106,09-03-2017,35,33,39,36,-
26,BHADAR,107.89,99.97,0.188,0.009,09-03-2017,5,18,28,27,-
27,DAMANGANGA,79.86,74.5,0.502,0.259,09-03-2017,52,46,60,51,1
28,DANTIWADA,184.1,163.28,0.399,0.004,09-03-2017,1,24,12,45,-
29,PANAM,127.41,123.65,0.697,0.331,09-03-2017,47,24,52,36,2
*30,SARDAR SAROVAR,121.92,118.95,1.566,1.068,09-03-2017,68,20,61,2120,1450
31,KARJAN,115.25,104.28,0.523,0.246,09-03-2017,47,32,66,51,3
32,JAYAKWADI(PAITHAN),463.91,460.63,2.171,1.068,09-03-2017,49,1,28,227,-
*33,KOYANA,657.9,643.53,2.652,1.236,08-03-2017,47,37,63,-,1920
34,BHIMA(UJJANI),496.83,494.07,1.517,0.693,08-03-2017,46,0,44,125,12
35,ISAPUR,441.0,432.52,0.965,0.313,08-03-2017,32,19,43,104,-
36,MULA,552.3,545.47,0.609,0.3,08-03-2017,49,15,43,139,-
37,YELDARI,461.77,451.7,0.809,0.12,09-03-2017,15,6,27,78,-
38,GIRNA,398.07,390.48,0.524,0.209,08-03-2017,40,2,24,79,-
39,KHADAKVASLA,582.47,581.53,0.056,0.043,08-03-2017,77,45,45,78,8
*40,UPPER VAITARNA,603.5,599.62,0.331,0.21,08-03-2017,63,42,63,-,61
41,UPPER TAPI,214.0,212.16,0.255,0.155,08-03-2017,61,42,63,45,-
*42,PENCH(TOTLADOH),490.0,473.56,1.091,0.182,08-03-2017,17,20,36,127,160
43,UPPER WARDHA,342.5,338.74,0.564,0.277,09-03-2017,49,32,41,70,-
44,BHATSA,142.07,126.36,0.942,0.568,08-03-2017,60,50,56,29.378,15
45,DHOM,747.7,738.73,0.331,0.205,08-03-2017,62,38,43,36.2,2
46,DUDHGANGA,646.0,636.94,0.664,0.399,08-03-2017,60,27,58,2.441,24
47,MANIKDOH,711.25,690.49,0.288,0.036,08-03-2017,13,9,23,2.2,6
48,BHANDARDARA,744.91,738.92,0.304,0.204,08-03-2017,67,22,55,63.74,46
49,MATATILA,308.46,304.25,0.707,0.244,08-03-2017,35,13,38,-,30
*50,RIHAND,268.22,261.58,5.649,2.865,09-03-2017,51,25,26,-,300
*51,RAMGANGA,365.3,335.17,2.196,0.522,09-03-2017,24,23,45,1897,198
*52,TEHRI,830.0,775.8,2.615,0.78,08-03-2017,30,22,35,2351,1000
*53,GANDHI SAGAR,399.9,396.22,6.827,4.514,09-03-2017,66,52,33,220,115
54,TAWA,355.4,343.11,1.944,0.487,09-03-2017,25,19,27,247,-
*55,BARGI,422.76,416.15,3.18,1.57,09-03-2017,49,56,45,157,90
*56,BANSAGAR,341.64,338.01,5.166,3.571,09-03-2017,69,42,41,488,425
*57,INDIRA SAGAR,262.13,255.02,9.745,4.381,09-03-2017,45,34,29,2380,1000
58,BARNA DAM,348.55,343.64,0.456,0.166,09-03-2017,36,9,21,546,-
*59,MINIMATA BANGO,359.66,354.44,3.046,2.049,08-03-2017,67,42,57,-,120
60,MAHANADI,348.7,346.47,0.767,0.57,09-03-2017,74,40,59,319,10
*61,SRISAILAM,269.75,249.42,8.288,1.023,09-03-2017,12,11,33,0,770
*62,NAGARJUNA SAGAR,179.83,156.24,6.841,0.126,09-03-2017,2,0,22,895,810
63,SOMASILA,100.58,87.01,1.994,0.478,09-03-2017,24,50,50,168,0
64,SRIRAMSAGAR,332.54,327.05,2.3,0.998,09-03-2017,43,6,22,411,27
65,LOWER MANAIR,280.42,274.53,0.621,0.301,09-03-2017,48,14,45,199,60
66,KRISHNARAJA SAGARA,752.5,739.21,1.163,0.196,06-03-2017,17,31,43,79,-
*67,TUNGABHADRA,497.74,481.71,3.276,0.123,09-03-2017,4,7,17,529,72
68,GHATAPRABHA(HIDKAL),662.95,641.06,1.391,0.245,08-03-2017,18,13,17,317,-
69,BHADRA,657.76,640.7,1.785,0.344,08-03-2017,19,35,59,106,39
70,LINGANAMAKKI,554.43,540.7,4.294,1.279,09-03-2017,30,34,45,-,55
71,NARAYANPUR,492.25,488.74,0.863,0.353,09-03-2017,41,28,62,425,-
72,MALAPRABHA(RENUKA),633.83,622.58,0.972,0.091,08-03-2017,9,5,12,215,-
73,KABINI,696.16,686.27,0.444,0.019,06-03-2017,4,25,29,85,-
74,HEMAVATHY,890.63,871.21,0.927,0.065,06-03-2017,7,13,22,265,-
75,HARANGI,871.42,856.0,0.22,0.037,06-03-2017,17,7,14,53,-
76,SUPA,564.0,540.5,4.12,1.797,09-03-2017,44,37,42,-,-
77,VANI VILAS SAGAR,652.28,632.91,0.802,0.025,09-03-2017,3,12,15,123,-
*79,GERUSOPPA,55.0,49.13,0.13,0.097,09-03-2017,75,95,85,83,240
80,KALLADA(PARAPPAR),115.82,97.3,0.507,0.155,06-03-2017,31,81,60,62,-
*81,IDAMALAYAR,169.0,146.67,1.018,0.442,06-03-2017,43,41,48,33,75
*82,IDUKKI,732.43,710.46,1.46,0.449,06-03-2017,31,44,47,-,780
*83,KAKKI,981.46,962.6,0.447,0.205,06-03-2017,46,59,62,23,300
*84,PERIYAR,867.41,858.76,0.173,0.007,06-03-2017,4,17,20,84,140
85,MALAMPUZHA,115.06,102.14,0.224,0.028,09-03-2017,13,15,25,21,3
86,LOWER BHAWANI,278.89,260.71,0.792,0.071,06-03-2017,9,24,41,105,8
*87,METTUR(STANLEY),240.79,213.58,2.647,0.221,06-03-2017,8,27,39,122,360
88,VAIGAI,279.2,264.7,0.172,0.005,06-03-2017,3,16,23,61,6
89,PARAMBIKULAM,556.26,536.24,0.38,0.024,06-03-2017,6,38,50,101,-
*91,SHOLAYAR,1002.79,955.05,0.143,0.0,05-03-2017,0,0,6,-,95
