S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,502.74,6.229,4.542,08-09-2016,73,94,87,676,1200
*2,PONG DAM(BEAS),423.67,417.93,6.157,4.592,08-09-2016,75,91,80,-,360
*3,THEIN DAM,527.91,521.63,2.344,1.841,08-09-2016,79,63,68,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.5,1.711,1.711,08-09-2016,100,100,83,63,140
5,JHAKAM,359.5,359.3,0.132,0.132,08-09-2016,100,98,81,28,-
*6,RANA PRATAP SAGAR,352.81,352.68,1.436,1.419,08-09-2016,99,94,78,229,172
7,TENUGHAT,269.14,259.19,0.821,0.385,08-09-2016,47,51,44,-,-
8,MAITHON,146.3,147.77,0.471,0.471,08-09-2016,100,76,86,342,-
*12,HIRAKUD,192.02,190.79,5.378,4.036,08-09-2016,75,72,79,153,307
*13,BALIMELA,462.08,457.11,2.676,1.842,08-09-2016,69,48,51,-,360
14,SALANADI,82.3,72.02,0.558,0.261,08-09-2016,47,50,53,42,-
*15,RENGALI,123.5,122.25,3.432,3.019,08-09-2016,88,62,78,3,200
*16,MACHKUND(JALAPUT),838.16,834.97,0.893,0.635,08-09-2016,71,49,72,-,115
*17,UPPER KOLAB,858.0,854.98,0.935,0.649,08-09-2016,69,39,56,89,320
*18,UPPER INDRAVATI,642.0,637.84,1.456,1.022,08-09-2016,70,29,71,128,600
19,MAYURAKSHI,121.31,118.83,0.48,0.373,08-09-2016,78,72,57,227,-
20,KANGSABATI,134.14,132.85,0.914,0.837,08-09-2016,92,47,59,341,-
21,GUMTI,93.55,92.3,0.312,0.254,07-09-2016,81,93,52,-,15
*22,UKAI,105.16,102.23,6.615,5.097,07-09-2016,77,71,74,348,300
23,SABARMATI(DHAROI),189.59,189.15,0.735,0.7,08-09-2016,95,91,62,95,1
*24,KADANA,127.7,127.48,1.472,1.226,08-09-2016,83,71,67,200,120
25,SHETRUNJI,55.53,50.57,0.3,0.063,08-09-2016,21,92,71,36,-
26,BHADAR,107.89,100.19,0.188,0.01,08-09-2016,5,76,68,27,-
27,DAMANGANGA,79.86,77.5,0.502,0.372,07-09-2016,74,75,75,51,1
28,DANTIWADA,184.1,174.74,0.399,0.122,08-09-2016,31,87,38,45,-
29,PANAM,127.41,125.3,0.697,0.418,08-09-2016,60,52,72,36,2
*30,SARDAR SAROVAR,121.92,122.07,1.566,1.566,07-09-2016,100,96,94,2120,1450
31,KARJAN,115.25,102.19,0.523,0.207,07-09-2016,40,67,80,51,3
32,JAYAKWADI(PAITHAN),463.91,461.76,2.171,1.406,08-09-2016,65,4,43,227,-
*33,KOYANA,657.9,659.28,2.652,2.652,07-09-2016,100,74,97,-,1920
34,BHIMA(UJJANI),496.83,494.8,1.517,0.891,07-09-2016,59,0,75,125,12
