S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,501.4,6.229,4.349,01-09-2016,70,93,85,676,1200
*2,PONG DAM(BEAS),423.67,417.22,6.157,4.438,01-09-2016,72,93,77,-,360
*3,THEIN DAM,527.91,521.33,2.344,1.841,01-09-2016,79,73,66,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.4,1.711,1.711,01-09-2016,100,100,79,63,140
5,JHAKAM,359.5,359.9,0.132,0.132,01-09-2016,100,100,77,28,-
*6,RANA PRATAP SAGAR,352.81,352.72,1.436,1.436,01-09-2016,100,98,78,229,172
7,TENUGHAT,269.14,258.97,0.821,0.377,01-09-2016,46,52,42,-,-
8,MAITHON,146.3,146.87,0.471,0.471,01-09-2016,100,80,83,342,-
*12,HIRAKUD,192.02,188.95,5.378,2.997,31-08-2016,56,70,70,153,307
*13,BALIMELA,462.08,456.16,2.676,1.715,31-08-2016,64,46,40,-,360
14,SALANADI,82.3,71.36,0.558,0.246,31-08-2016,44,47,48,42,-
*15,RENGALI,123.5,121.0,3.432,2.814,31-08-2016,82,58,69,3,200
*16,MACHKUND(JALAPUT),838.16,834.48,0.893,0.599,31-08-2016,67,48,65,-,115
*17,UPPER KOLAB,858.0,854.07,0.935,0.582,31-08-2016,62,38,47,89,320
*18,UPPER INDRAVATI,642.0,636.91,1.456,0.932,01-09-2016,64,28,66,128,600
19,MAYURAKSHI,121.31,118.55,0.48,0.357,01-09-2016,74,76,59,227,-
20,KANGSABATI,134.14,131.4,0.914,0.694,01-09-2016,76,45,57,341,-
21,GUMTI,93.55,91.9,0.312,0.236,31-08-2016,76,93,50,-,15
*22,UKAI,105.16,102.09,6.615,5.022,01-09-2016,76,73,68,348,300
23,SABARMATI(DHAROI),189.59,188.92,0.735,0.676,01-09-2016,92,90,56,95,1
*24,KADANA,127.7,127.05,1.472,1.112,01-09-2016,76,67,61,200,120
25,SHETRUNJI,55.53,50.57,0.3,0.063,01-09-2016,21,93,69,36,-
26,BHADAR,107.89,99.94,0.188,0.009,01-09-2016,5,77,65,27,-
27,DAMANGANGA,79.86,76.8,0.502,0.344,01-09-2016,69,72,66,51,1
28,DANTIWADA,184.1,173.67,0.399,0.101,01-09-2016,25,87,36,45,-
29,PANAM,127.41,124.8,0.697,0.39,01-09-2016,56,56,70,36,2
*30,SARDAR SAROVAR,121.92,123.1,1.566,1.566,01-09-2016,100,89,89,2120,1450
31,KARJAN,115.25,101.52,0.523,0.196,01-09-2016,37,68,74,51,3
32,JAYAKWADI(PAITHAN),463.91,461.82,2.171,1.425,01-09-2016,66,4,38,227,-
*33,KOYANA,657.9,658.9,2.652,2.652,31-08-2016,100,75,96,-,1920
34,BHIMA(UJJANI),496.83,494.95,1.517,0.935,31-08-2016,62,0,69,125,12
35,ISAPUR,441.0,432.81,0.965,0.328,31-08-2016,34,25,60,104,-
36,MULA,552.3,552.06,0.609,0.596,31-08-2016,98,42,70,139,-
37,YELDARI,461.77,450.51,0.809,0.078,01-09-2016,10,3,40,78,-
38,GIRNA,398.07,394.59,0.524,0.353,01-09-2016,67,3,35,79,-
39,KHADAKVASLA,582.47,582.47,0.056,0.056,31-08-2016,100,32,71,78,8
*40,UPPER VAITARNA,603.5,603.09,0.331,0.319,31-08-2016,96,65,85,-,61
41,UPPER TAPI,214.0,212.08,0.255,0.151,01-09-2016,59,61,59,45,-
*42,PENCH(TOTLADOH),490.0,487.26,1.091,0.815,31-08-2016,75,89,71,127,160
43,UPPER WARDHA,342.5,342.32,0.564,0.548,01-09-2016,97,97,83,70,-
44,BHATSA,142.07,139.38,0.942,0.869,31-08-2016,92,70,87,29.378,15
45,DHOM,747.7,747.18,0.331,0.331,31-08-2016,100,46,81,36.2,2
46,DUDHGANGA,646.0,643.95,0.664,0.611,23-08-2016,92,73,91,2.441,24
47,MANIKDOH,711.25,705.56,0.288,0.194,31-08-2016,67,22,51,2.2,6
48,BHANDARDARA,342.5,342.32,0.304,0.29,01-09-2016,97,97,83,70,-
