S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,506.99,6.229,5.165,26-11-2015,83,75,78,676,1200
*2,PONG DAM(BEAS),423.67,416.16,6.157,4.213,26-11-2015,68,51,65,-,360
*3,THEIN DAM,527.91,506.58,2.344,0.939,26-11-2015,40,46,57,348,600
*4,MAHI BAJAJ SAGAR,280.75,278.7,1.711,1.438,26-11-2015,84,95,80,63,140
5,JHAKAM,359.5,355.65,0.132,0.096,26-11-2015,73,83,71,28,-
*6,RANA PRATAP SAGAR,352.81,346.79,1.436,0.41,26-11-2015,29,41,61,229,172
7,TENUGHAT,269.14,258.97,0.821,0.377,18-11-2015,46,49,43,-,-
8,MAITHON,146.3,140.78,0.471,0.186,18-11-2015,39,81,91,342,-
*12,HIRAKUD,192.02,190.61,5.378,3.924,24-11-2015,73,87,90,153,307
*13,BALIMELA,462.08,457.5,2.676,1.898,26-11-2015,71,95,69,-,360
14,SALANADI,82.3,56.5,0.558,0.035,24-11-2015,6,47,49,42,-
*15,RENGALI,123.5,118.72,3.432,1.896,26-11-2015,55,84,82,3,200
*16,MACHKUND(JALAPUT),838.16,837.15,0.893,0.796,26-11-2015,89,94,88,-,115
*17,UPPER KOLAB,858.0,855.97,0.935,0.743,26-11-2015,79,89,67,89,320
*18,UPPER INDRAVATI,642.0,634.92,1.456,0.739,26-11-2015,51,88,76,128,600
19,MAYURAKSHI,121.31,111.16,0.48,0.103,18-11-2015,21,23,45,227,-
20,KANGSABATI,134.14,124.01,0.914,0.229,18-11-2015,25,27,46,341,-
21,GUMTI,93.55,92.55,0.312,0.265,24-11-2015,85,31,42,-,15
*22,UKAI,105.16,100.04,6.615,4.054,26-11-2015,61,71,77,348,300
23,SABARMATI(DHAROI),189.59,187.65,0.735,0.555,26-11-2015,76,58,66,95,1
*24,KADANA,127.7,122.79,1.472,0.735,26-11-2015,50,76,68,200,120
25,SHETRUNJI,55.53,55.17,0.3,0.271,26-11-2015,90,41,75,36,-
26,BHADAR,107.89,105.73,0.188,0.108,26-11-2015,57,38,70,27,-
27,DAMANGANGA,79.86,79.2,0.502,0.447,26-11-2015,89,83,93,51,1
28,DANTIWADA,184.1,180.65,0.399,0.276,26-11-2015,69,11,35,45,-
29,PANAM,127.41,122.9,0.697,0.296,26-11-2015,42,69,66,36,2
*30,SARDAR SAROVAR,121.92,118.69,1.566,1.031,26-11-2015,66,71,73,2120,1450
31,KARJAN,115.25,106.47,0.523,0.29,26-11-2015,55,84,93,51,3
32,JAYAKWADI(PAITHAN),463.91,457.02,2.171,0.243,26-11-2015,11,29,56,227,-
*33,KOYANA,657.9,648.92,2.652,1.669,26-11-2015,63,93,91,-,1920
34,BHIMA(UJJANI),496.83,490.66,1.517,0.0,26-11-2015,0,81,87,125,12
35,ISAPUR,441.0,432.19,0.965,0.294,26-11-2015,30,66,68,104,-
36,MULA,552.3,544.38,0.609,0.261,18-11-2015,43,77,86,139,-
37,YELDARI,461.77,450.97,0.809,0.091,26-11-2015,11,47,55,78,-
38,GIRNA,398.07,384.14,0.524,0.044,26-11-2015,8,44,56,79,-
39,KHADAKVASLA,582.47,580.77,0.056,0.034,26-11-2015,61,88,55,78,8
*40,UPPER VAITARNA,603.5,599.54,0.331,0.208,26-11-2015,63,79,92,-,61
41,UPPER TAPI,214.0,213.64,0.255,0.233,26-11-2015,91,99,97,45,-
*42,PENCH(TOTLADOH),490.0,482.79,1.091,0.546,24-11-2015,50,48,65,127,160
43,UPPER WARDHA,342.5,340.99,0.564,0.436,26-11-2015,77,82,87,70,-
44,BHATSA,142.07,132.13,0.942,0.692,26-11-2015,73,85,87,29.378,15
45,DHOM,747.7,737.9,0.331,0.192,26-11-2015,58,88,82,36.2,2
46,DUDHGANGA,646.0,638.14,0.664,0.432,18-11-2015,65,99,96,2.441,24
47,MANIKDOH,711.25,692.79,0.288,0.072,26-11-2015,25,46,61,2.2,6
48,BHANDARDARA,342.5,340.99,0.304,0.142,26-11-2015,77,82,87,70,-
49,MATATILA,308.46,305.87,0.707,0.375,24-11-2015,53,53,66,-,30
*50,RIHAND,268.22,259.08,5.649,1.892,24-11-2015,33,40,44,-,300
*51,RAMGANGA,365.3,354.07,2.196,1.403,26-11-2015,64,86,73,1897,198
*52,TEHRI,830.0,813.1,2.615,1.942,25-11-2015,74,84,77,2351,1000
*53,GANDHI SAGAR,399.9,398.82,6.827,5.967,26-11-2015,87,70,49,220,115
54,TAWA,355.4,352.99,1.944,1.602,26-11-2015,82,85,85,247,-
*55,BARGI,422.76,420.8,3.18,2.674,26-11-2015,84,92,81,157,90
*56,BANSAGAR,341.64,336.15,5.166,2.901,26-11-2015,56,87,55,488,425
*57,INDIRA SAGAR,262.13,258.78,9.745,6.969,26-11-2015,72,83,59,2380,1000
58,BARNA DAM,348.55,346.07,0.456,0.295,26-11-2015,65,67,66,546,-
*59,MINIMATA BANGO,359.66,349.49,3.046,1.388,24-11-2015,46,84,67,-,120
60,MAHANADI,348.7,343.44,0.767,0.347,26-11-2015,45,91,79,319,10
*61,SRISAILAM,269.75,254.48,8.288,1.459,26-11-2015,18,1,71,0,770
*62,NAGARJUNA SAGAR,179.83,155.14,6.841,0.0,26-11-2015,0,50,66,895,810
63,SOMASILA,100.58,98.76,1.994,1.838,26-11-2015,92,67,70,168,0
64,SRIRAMSAGAR,332.54,320.62,2.3,0.205,26-11-2015,9,27,63,411,27
65,LOWER MANAIR,280.42,268.96,0.621,0.104,26-11-2015,17,32,70,199,60
66,KRISHNARAJA SAGARA,752.5,748.2,1.163,0.794,19-11-2015,68,100,85,79,-
*67,TUNGABHADRA,497.74,491.69,3.276,1.18,26-11-2015,36,78,74,529,72
68,GHATAPRABHA(HIDKAL),662.95,647.22,1.391,0.443,24-11-2015,32,80,78,317,-
69,BHADRA,657.76,650.42,1.785,1.026,24-11-2015,57,91,89,106,39
70,LINGANAMAKKI,554.43,546.54,4.294,2.262,26-11-2015,53,83,84,-,55
71,NARAYANPUR,492.25,490.22,0.863,0.5,26-11-2015,58,70,88,425,-
72,MALAPRABHA(RENUKA),633.83,624.41,0.972,0.164,24-11-2015,17,66,68,215,-
73,KABINI,696.16,691.65,0.444,0.211,19-11-2015,48,75,40,85,-
74,HEMAVATHY,890.63,876.63,0.927,0.193,26-11-2015,21,74,68,265,-
75,HARANGI,871.42,850.06,0.22,0.009,26-11-2015,4,38,42,53,-
76,SUPA,564.0,540.86,4.12,1.824,26-11-2015,44,74,72,-,-
77,VANI VILAS SAGAR,652.28,637.24,0.802,0.099,19-11-2015,12,10,20,123,-
*79,GERUSOPPA,55.0,49.42,0.13,0.099,25-11-2015,76,79,85,83,240
80,KALLADA(PARAPPAR),115.82,113.4,0.507,0.432,26-11-2015,85,93,88,62,-
*81,IDAMALAYAR,169.0,152.45,1.018,0.572,26-11-2015,56,89,81,33,75
*82,IDUKKI,732.43,720.6,1.46,0.851,26-11-2015,58,79,75,-,780
*83,KAKKI,981.46,971.83,0.447,0.302,26-11-2015,68,78,87,23,300
*84,PERIYAR,867.41,867.57,0.173,0.173,26-11-2015,100,100,71,84,140
85,MALAMPUZHA,867.41,867.57,0.224,0.148,26-11-2015,100,100,71,84,140
86,LOWER BHAWANI,278.89,271.38,0.792,0.378,26-11-2015,48,71,73,105,8
*87,METTUR(STANLEY),240.79,231.75,2.647,1.502,26-11-2015,57,74,69,122,360
88,VAIGAI,279.2,278.21,0.172,0.149,26-11-2015,87,13,63,61,6
89,PARAMBIKULAM,556.26,551.07,0.38,0.274,26-11-2015,72,94,87,101,-
*91,SHOLAYAR,1002.79,981.52,0.143,0.055,26-11-2015,38,98,88,-,95
