S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,500.18,6.229,3.875,09-01-2020,62,75,60,676.0,1379.0
*2,PONG DAM(BEAS),423.67,416.95,6.157,4.248,09-01-2020,69,62,49,0.0,396.0
*3,KOL DAM,642.0,641.53,0.089,0.082,09-01-2020,92,97,88,0.0,800.0
*4,THEIN DAM,527.91,515.11,2.344,1.446,09-01-2020,62,62,42,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,278.4,1.711,1.399,09-01-2020,82,70,65,63.0,140.0
6,JHAKAM,359.5,355.0,0.132,0.091,09-01-2020,69,65,55,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,347.74,1.436,0.543,09-01-2020,38,34,38,229.0,172.0
8,BISALPUR,315.5,315.01,1.076,0.978,09-01-2020,91,20,47,81.8,0.0
9,TENUGHAT,269.14,260.07,0.821,0.419,09-01-2020,51,45,47,0.0,0.0
10,MAITHON,146.3,149.49,0.471,0.471,09-01-2020,100,55,81,342.0,0.0
*11,PANCHET HILL,124.97,128.74,0.184,0.184,09-01-2020,100,79,84,0.0,80.0
12,KONAR,425.81,425.23,0.176,0.165,09-01-2020,94,68,76,0.0,0.0
13,TILAIYA,368.81,368.34,0.142,0.125,09-01-2020,88,15,54,0.0,4.0
*14,HIRAKUD,192.02,191.46,5.378,4.471,08-01-2020,83,70,83,153.0,307.0
*15,BALIMELA,462.08,459.21,2.676,2.149,08-01-2020,80,81,64,0.0,360.0
16,SALANADI,82.3,75.0,0.558,0.335,09-01-2020,60,56,35,42.0,0.0
*17,RENGALI,123.5,122.71,3.432,3.174,08-01-2020,92,47,69,3.0,200.0
*18,MACHKUND(JALAPUT),838.16,836.49,0.893,0.823,08-01-2020,92,87,79,0.0,115.0
*19,UPPER KOLAB,858.0,856.43,0.935,0.786,08-01-2020,84,69,64,89.0,320.0
*20,UPPER INDRAVATI,642.0,640.07,1.456,1.241,08-01-2020,85,75,69,128.0,600.0
21,SAPUA,168.5,168.53,0.006,0.006,09-01-2020,100,100,67,0.0,0.0
22,MAYURAKSHI,121.31,118.72,0.48,0.367,09-01-2020,76,24,34,227.0,0.0
23,KANGSABATI,134.14,131.6,0.914,0.713,09-01-2020,78,36,43,341.0,0.0
24,GUMTI,93.55,88.95,0.312,0.122,08-01-2020,39,60,45,0.0,15.0
*25,DOYANG HEP,333.0,317.35,0.535,0.292,09-01-2020,55,41,52,0.0,75.0
*26,UKAI,105.16,104.08,6.615,6.103,09-01-2020,92,26,60,348.0,300.0
27,SABARMATI(DHAROI),189.59,188.03,0.735,0.59,09-01-2020,80,20,48,95.0,1.0
*28,KADANA,127.7,126.29,1.472,1.047,09-01-2020,71,58,62,200.0,120.0
29,SHETRUNJI,55.53,54.87,0.3,0.249,09-01-2020,83,20,52,36.0,0.0
30,BHADAR,107.89,107.38,0.188,0.165,09-01-2020,88,18,37,27.0,0.0
31,DAMANGANGA,79.86,78.0,0.502,0.393,09-01-2020,78,53,76,51.0,1.0
