S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,477.47,6.229,1.482,18-06-2020,24,42,27,676.0,1379.0
2,PONG DAM(BEAS),423.67,407.42,6.157,2.456,18-06-2020,40,36,23,0.0,396.0
3,KOL DAM,642.0,640.01,0.089,0.059,18-06-2020,66,73,36,0.0,800.0
4,THEIN DAM,527.91,513.33,2.344,1.318,18-06-2020,56,55,49,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.0,1.711,0.599,18-06-2020,35,26,26,63.0,140.0
6,JHAKAM,359.5,346.4,0.132,0.036,18-06-2020,27,23,20,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.26,1.436,0.617,18-06-2020,43,22,33,229.0,172.0
8,BISALPUR,315.5,312.94,1.076,0.627,18-06-2020,58,20,27,81.8,0.0
9,TENUGHAT,269.14,257.82,0.821,0.336,18-06-2020,41,36,33,0.0,0.0
10,MAITHON,146.3,143.0,0.471,0.274,18-06-2020,58,14,22,342.0,0.0
14,HIRAKUD,192.02,185.43,5.378,1.439,17-06-2020,27,16,13,153.0,307.0
15,BALIMELA,462.08,446.07,2.676,0.558,17-06-2020,21,18,21,0.0,360.0
16,SALANADI,82.3,74.16,0.558,0.314,18-06-2020,56,54,30,42.0,0.0
17,RENGALI,123.5,111.38,3.432,0.264,17-06-2020,8,5,9,3.0,200.0
18,MACHKUND(JALAPUT),838.16,829.0,0.893,0.297,17-06-2020,33,27,30,0.0,115.0
19,UPPER KOLAB,858.0,849.07,0.935,0.232,17-06-2020,25,12,15,89.0,320.0
20,UPPER INDRAVATI,642.0,632.1,1.456,0.507,17-06-2020,35,16,18,128.0,600.0
21,SAPUA,168.5,168.5,0.006,0.006,18-06-2020,100,17,50,0.0,0.0
22,HARIHARJHOR,147.5,144.54,0.059,0.035,18-06-2020,59,0,17,9.95,0.0
23,MAYURAKSHI,121.31,114.16,0.48,0.18,17-06-2020,38,16,22,227.0,0.0
24,KANGSABATI,134.14,128.17,0.914,0.442,18-06-2020,48,33,30,341.0,0.0
25,GUMTI,93.55,89.3,0.312,0.134,17-06-2020,43,30,34,0.0,15.0
26,DOYANG HEP,333.0,308.2,0.535,0.182,18-06-2020,34,32,37,0.0,75.0
27,UKAI,105.16,96.96,6.615,2.809,18-06-2020,42,3,19,348.0,300.0
28,SABARMATI(DHAROI),189.59,183.78,0.735,0.264,18-06-2020,36,8,14,95.0,1.0
29,KADANA,127.7,120.04,1.472,0.533,18-06-2020,36,33,44,200.0,120.0
30,SHETRUNJI,55.53,51.07,0.3,0.074,18-06-2020,25,6,10,36.0,0.0
31,BHADAR,107.89,103.17,0.188,0.045,18-06-2020,24,2,11,27.0,0.0
32,DAMANGANGA,79.86,69.4,0.502,0.114,18-06-2020,23,4,10,51.0,1.0
33,DANTIWADA,184.1,162.05,0.399,0.0,18-06-2020,0,5,4,45.0,0.0
34,PANAM,127.41,122.55,0.697,0.28,18-06-2020,40,34,38,36.0,2.0
35,SARDAR SAROVAR,138.68,127.16,5.76,2.571,18-06-2020,45,20,12,2120.0,1450.0
36,KARJAN,115.25,100.0,0.523,0.179,18-06-2020,34,28,29,51.0,3.0
37,SUKHI(GUJ),147.82,142.14,0.167,0.056,17-06-2020,34,4,10,20.701,0.0
38,WATRAK,136.25,132.17,0.154,0.052,17-06-2020,34,1,19,22.977,0.0
39,HATHMATI,180.74,177.39,0.153,0.049,17-06-2020,32,8,5,5.166,0.0
40,MACHCHHU-I,135.33,129.14,0.071,0.015,18-06-2020,21,14,11,0.0,0.0
41,MACHCHHU-II,57.3,54.63,0.091,0.042,17-06-2020,46,21,11,10.13,0.0
42,UND-I,98.0,92.39,0.066,0.008,17-06-2020,12,0,5,9.9,0.0
43,BRAHMANI(GUJ),64.62,61.58,0.071,0.023,18-06-2020,32,7,3,6.413,0.0
44,JAYAKWADI(PAITHAN),463.91,459.66,2.171,0.81,18-06-2020,37,0,7,227.0,0.0
45,KOYANA,657.9,634.75,2.652,0.797,18-06-2020,30,8,19,0.0,1920.0
46,BHIMA(UJJANI),496.83,489.14,1.517,0.0,18-06-2020,0,0,3,125.0,12.0
47,ISAPUR,441.0,433.42,0.965,0.35,18-06-2020,36,0,17,104.0,0.0
48,MULA,552.3,537.36,0.609,0.064,18-06-2020,11,2,4,139.0,0.0
49,YELDARI,461.77,458.26,0.809,0.484,18-06-2020,60,0,8,78.0,0.0
50,GIRNA,398.07,389.42,0.524,0.179,18-06-2020,34,8,8,79.0,0.0
51,KHADAKVASLA,582.47,580.67,0.056,0.033,18-06-2020,59,21,21,78.0,8.0
52,UPPER VAITARNA,603.5,594.89,0.331,0.089,18-06-2020,27,9,24,0.0,61.0
53,UPPER TAPI,214.0,209.38,0.255,0.045,18-06-2020,18,0,15,45.0,0.0
54,PENCH(TOTLADOH),490.0,486.46,1.091,0.762,18-06-2020,70,0,16,127.0,160.0
55,UPPER WARDHA,342.5,338.86,0.564,0.285,16-06-2020,51,13,29,70.0,0.0
56,BHATSA,142.07,110.72,0.942,0.302,18-06-2020,32,25,30,29.378,15.0
57,DHOM,747.7,735.61,0.331,0.106,18-06-2020,32,1,17,36.2,2.0
58,DUDHGANGA,646.0,628.24,0.664,0.205,18-06-2020,31,2,18,2.441,24.0
59,MANIKDOH,711.25,686.91,0.288,0.015,18-06-2020,5,1,3,2.2,6.0
60,BHANDARDARA,744.91,726.06,0.304,0.088,18-06-2020,29,1,10,63.74,46.0
61,URMODI,696.0,687.53,0.273,0.153,18-06-2020,56,21,42,37.0,3.0
62,BHATGHAR,623.28,605.72,0.673,0.176,18-06-2020,26,5,7,60.656,14.09
63,NIRA DEOGHAR,667.1,640.0,0.332,0.056,18-06-2020,17,3,4,0.0,6.0
64,THOKARWADI,667.14,657.09,0.353,0.128,18-06-2020,36,16,26,0.0,72.0
65,KANHER,690.78,672.44,0.272,0.047,18-06-2020,17,31,20,44.78,4.0
66,MULSHI,607.1,591.8,0.572,0.042,18-06-2020,7,2,15,0.0,300.0
67,PRIYADARSHINI JURALA,118.6,103.95,0.276,0.091,18-06-2020,33,57,36,18.324,6.0
68,TILLARI,113.2,97.8,0.447,0.231,18-06-2020,52,35,41,21.26,10.0
69,MATATILA,308.46,301.75,0.707,0.093,18-06-2020,13,7,17,0.0,30.0
70,RIHAND,268.22,256.21,5.649,0.891,18-06-2020,16,12,12,0.0,300.0
71,SHARDA SAGAR,190.5,187.3,0.33,0.234,17-06-2020,71,0,54,126.5,0.0
72,JIRGO,98.2,94.72,0.147,0.074,18-06-2020,50,21,24,13.14,0.0
73,RAMGANGA,365.3,349.72,2.196,1.162,18-06-2020,53,31,25,1897.0,198.0
74,TEHRI,830.0,745.83,2.615,0.101,18-06-2020,4,1,4,2351.0,1000.0
75,GANDHI SAGAR,399.9,394.97,6.827,3.904,18-06-2020,57,0,12,220.0,115.0
76,TAWA,355.4,340.07,1.944,0.271,18-06-2020,14,7,18,247.0,0.0
77,BARGI,422.76,412.5,3.18,0.989,18-06-2020,31,33,20,157.0,90.0
78,BANSAGAR,341.64,337.08,5.166,3.233,18-06-2020,63,53,38,488.0,425.0
79,INDIRA SAGAR,262.13,249.76,9.745,2.092,18-06-2020,21,23,11,2380.0,1000.0
80,BARNA DAM,348.55,344.75,0.456,0.221,18-06-2020,48,0,14,546.0,0.0
81,OMKARESHWAR,196.6,194.88,0.299,0.12,17-06-2020,40,0,100,132.5,520.0
82,SANJAY SAROVAR,519.38,513.25,0.508,0.165,18-06-2020,32,4,5,12.646,3.45
83,KOLAR DAM,462.2,451.31,0.27,0.105,18-06-2020,39,10,15,25.677,0.0
84,MINIMATA BANGO,359.66,356.15,3.046,2.309,18-06-2020,76,45,47,0.0,120.0
85,MAHANADI,348.7,342.47,0.767,0.287,17-06-2020,37,15,21,319.0,10.0
86,DUDHAWA,425.1,421.05,0.284,0.135,17-06-2020,48,15,17,324.54,0.0
87,TANDULA,332.2,325.04,0.312,0.061,17-06-2020,20,40,26,246.36,0.0
88,SRISAILAM,269.75,247.28,8.288,0.895,18-06-2020,11,10,9,0.0,770.0
89,NAGARJUNA SAGAR,179.83,161.79,5.108,1.077,18-06-2020,21,0,16,895.0,810.0
90,SOMASILA,100.58,90.62,1.994,0.759,18-06-2020,38,4,23,168.0,0.0
91,YELERU,86.56,79.14,0.508,0.179,18-06-2020,35,80,21,66.6,0.0
92,SRIRAMSAGAR,332.54,326.26,2.3,0.842,18-06-2020,37,7,13,411.0,27.0
93,LOWER MANAIR,280.42,273.22,0.621,0.243,18-06-2020,39,17,22,199.0,60.0
94,NIZAM SAGAR,428.24,419.53,0.482,0.023,18-06-2020,5,0,8,93.619,10.0
95,SINGUR,523.6,509.2,0.822,0.0,17-06-2020,0,0,25,16.187,15.0
96,KRISHNARAJA SAGARA,752.5,742.87,1.163,0.383,18-06-2020,33,16,13,79.0,0.0
97,TUNGABHADRA,497.74,482.85,3.276,0.173,18-06-2020,5,2,14,529.0,72.0
98,GHATAPRABHA(HIDKAL),662.95,640.33,1.391,0.224,18-06-2020,16,1,5,317.0,0.0
99,BHADRA,657.76,642.21,1.785,0.428,18-06-2020,24,14,21,106.0,39.0
100,LINGANAMAKKI,554.43,536.51,4.294,0.789,18-06-2020,18,10,14,0.0,55.0
