S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,488.02,6.229,2.683,20-07-2017,43,37,46,676,1200
*2,PONG DAM(BEAS),423.67,404.33,6.157,2.087,20-07-2017,34,20,33,-,360
*3,THEIN DAM,527.91,520.99,2.344,1.8,20-07-2017,77,40,47,348,600
*4,MAHI BAJAJ SAGAR,280.75,271.4,1.711,0.717,20-07-2017,42,35,35,63,140
5,JHAKAM,359.5,348.6,0.132,0.047,20-07-2017,36,8,23,28,-
*6,RANA PRATAP SAGAR,352.81,348.18,1.436,0.605,19-07-2017,42,67,49,229,172
7,TENUGHAT,269.14,255.97,0.821,0.281,20-07-2017,34,47,40,-,-
8,MAITHON,146.3,138.02,0.471,0.097,20-07-2017,21,44,54,342,-
*12,HIRAKUD,192.02,183.77,5.378,0.96,19-07-2017,18,14,23,153,307
*13,BALIMELA,462.08,448.06,2.676,0.748,19-07-2017,28,43,18,-,360
14,SALANADI,82.3,67.28,0.558,0.162,19-07-2017,29,8,29,42,-
*15,RENGALI,123.5,111.77,3.432,0.334,19-07-2017,10,12,19,3,200
*16,MACHKUND(JALAPUT),838.16,829.82,0.893,0.335,19-07-2017,38,38,39,-,115
*17,UPPER KOLAB,858.0,849.89,0.935,0.271,19-07-2017,29,29,20,89,320
*18,UPPER INDRAVATI,642.0,632.46,1.456,0.537,20-07-2017,37,34,25,128,600
19,MAYURAKSHI,121.31,115.05,0.48,0.21,20-07-2017,44,39,42,227,-
20,KANGSABATI,134.14,125.56,0.914,0.297,20-07-2017,32,22,39,341,-
21,GUMTI,93.55,92.1,0.312,0.244,18-07-2017,78,53,37,-,15
*22,UKAI,105.16,93.49,6.615,1.762,20-07-2017,27,33,31,348,300
23,SABARMATI(DHAROI),189.59,182.5,0.735,0.195,20-07-2017,27,25,24,95,1
*24,KADANA,127.7,122.68,1.472,0.727,20-07-2017,49,32,44,200,120
25,SHETRUNJI,55.53,49.12,0.3,0.037,20-07-2017,12,20,36,36,-
26,BHADAR,107.89,99.88,0.188,0.008,20-07-2017,4,3,29,27,-
27,DAMANGANGA,79.86,71.75,0.502,0.174,20-07-2017,35,48,27,51,1
28,DANTIWADA,184.1,171.18,0.399,0.062,20-07-2017,16,2,8,45,-
29,PANAM,127.41,121.1,0.697,0.223,20-07-2017,32,27,45,36,2
*30,SARDAR SAROVAR,121.92,117.51,1.566,0.862,20-07-2017,55,52,48,2120,1450
31,KARJAN,115.25,105.61,0.523,0.272,20-07-2017,52,8,36,51,3
32,JAYAKWADI(PAITHAN),463.91,458.35,2.171,0.506,20-07-2017,23,0,12,227,-
*33,KOYANA,657.9,644.04,2.652,1.27,19-07-2017,48,46,50,-,1920
34,BHIMA(UJJANI),496.83,491.0,1.517,0.0,20-07-2017,0,0,14,125,12
35,ISAPUR,441.0,427.0,0.965,0.051,19-07-2017,5,7,32,104,-
36,MULA,552.3,542.68,0.609,0.205,20-07-2017,34,42,22,139,-
37,YELDARI,461.77,448.67,0.809,0.026,20-07-2017,3,0,12,78,-
38,GIRNA,398.07,388.65,0.524,0.157,19-07-2017,30,3,10,79,-
39,KHADAKVASLA,582.47,580.86,0.056,0.035,19-07-2017,63,91,52,78,8
*40,UPPER VAITARNA,603.5,599.94,0.331,0.219,19-07-2017,66,56,43,-,61
41,UPPER TAPI,214.0,208.34,0.255,0.016,19-07-2017,6,18,32,45,-
*42,PENCH(TOTLADOH),490.0,468.3,1.091,0.063,19-07-2017,6,51,32,127,160
