S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,481.65,6.229,1.801,06-04-2023,29.0,25.0,28.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,405.88,6.157,2.162,06-04-2023,35.0,29.0,28.0,0.0,396.0
*3,KOL DAM,642.0,641.18,0.089,0.077,06-04-2023,87.0,85.0,54.0,0.0,800.0
4,THEIN DAM,527.91,511.11,2.344,1.72,06-04-2023,73.0,45.0,41.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.45,1.711,0.55,06-04-2023,32.0,37.0,37.0,63.0,140.0
6,JHAKAM,359.5,345.95,0.132,0.034,06-04-2023,26.0,49.0,28.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,349.08,1.436,0.755,06-04-2023,53.0,47.0,33.0,229.0,172.0
8,BISALPUR,315.5,313.84,1.076,0.77,30-03-2023,72.0,36.0,49.0,81.8,0.0
9,JAWAI DAM,313.4,305.24,0.193,0.05,06-04-2023,26.0,7.0,18.0,38.67,0.0
10,JAISAMAND,295.54,293.2,0.296,0.185,06-04-2023,63.0,60.0,43.0,16.0,0.0
11,TENUGHAT,269.14,259.1,0.821,0.381,06-04-2023,46.0,46.0,43.0,0.0,0.0
$12,MAITHON,146.3,143.51,0.471,0.297,06-04-2023,63.0,93.0,64.0,342.0,0.0
*$13,PANCHET HILL,124.97,124.69,0.184,0.17,06-04-2023,92.0,100.0,63.0,0.0,80.0
$14,KONAR,425.81,422.15,0.176,0.114,06-04-2023,65.0,66.0,56.0,0.0,0.0
$15,TILAIYA,368.81,364.86,0.142,0.026,06-04-2023,18.0,20.0,23.0,0.0,4.0
*16,GETALSUD,590.06,585.61,0.218,0.092,06-04-2023,42.0,36.0,41.0,0.0,130.0
17,HIRAKUD,192.02,187.46,5.378,2.284,06-04-2023,42.0,49.0,46.0,153.0,307.0
*18,BALIMELA,462.08,445.31,2.676,0.491,06-04-2023,18.0,27.0,39.0,0.0,360.0
19,SALANADI,82.3,72.01,0.558,0.261,06-04-2023,47.0,64.0,37.0,42.0,0.0
20,RENGALI,123.5,117.53,3.432,1.574,06-04-2023,46.0,54.0,49.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,831.63,0.893,0.428,06-04-2023,48.0,16.0,43.0,0.0,115.0
