S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,489.01,6.229,2.519,27-06-2019,40,6,25,676,1200
*2,PONG DAM(BEAS),423.67,405.1,6.157,2.072,27-06-2019,34,6,20,-,360
*3,THEIN DAM,527.91,511.51,2.344,1.192,27-06-2019,51,30,43,348,600
*4,MAHI BAJAJ SAGAR,280.75,267.75,1.711,0.437,27-06-2019,26,31,22,63,140
5,JHAKAM,359.5,345.3,0.132,0.032,27-06-2019,24,29,17,28,-
*6,RANA PRATAP SAGAR,352.81,346.25,1.436,0.331,27-06-2019,23,29,33,229,172
7,TENUGHAT,269.14,256.7,0.821,0.301,27-06-2019,37,29,34,-,-
8,MAITHON,146.3,136.58,0.471,0.065,27-06-2019,14,29,28,342,-
*12,HIRAKUD,192.02,182.56,5.378,0.62,27-06-2019,12,15,11,153,307
*13,BALIMELA,462.08,444.0,2.676,0.379,27-06-2019,14,6,14,-,360
14,SALANADI,82.3,73.63,0.558,0.301,27-06-2019,54,43,26,42,-
*15,RENGALI,123.5,110.5,3.432,0.119,27-06-2019,3,6,10,3,200
*16,MACHKUND(JALAPUT),838.16,826.82,0.893,0.212,27-06-2019,24,8,25,-,115
*17,UPPER KOLAB,858.0,846.18,0.935,0.09,27-06-2019,10,8,14,89,320
*18,UPPER INDRAVATI,642.0,628.31,1.456,0.221,27-06-2019,15,9,16,128,600
19,MAYURAKSHI,121.31,109.77,0.48,0.075,27-06-2019,16,33,24,227,-
20,KANGSABATI,134.14,125.65,0.914,0.302,27-06-2019,33,46,26,341,-
21,GUMTI,93.55,88.05,0.312,0.093,26-06-2019,30,100,39,-,15
*22,UKAI,105.16,84.1,6.615,0.198,27-06-2019,3,9,20,348,300
23,SABARMATI(DHAROI),189.59,178.64,0.735,0.054,27-06-2019,7,12,14,95,1
*24,KADANA,127.7,119.36,1.472,0.49,27-06-2019,33,36,43,200,120
25,SHETRUNJI,55.53,47.62,0.3,0.018,27-06-2019,6,12,18,36,-
26,BHADAR,107.89,99.48,0.188,0.006,27-06-2019,3,11,18,27,-
27,DAMANGANGA,79.86,63.25,0.502,0.016,27-06-2019,3,25,15,51,1
28,DANTIWADA,184.1,166.57,0.399,0.018,27-06-2019,5,16,3,45,-
29,PANAM,127.41,121.5,0.697,0.237,27-06-2019,34,35,37,36,2
*30,SARDAR SAROVAR,138.68,119.68,5.76,1.172,27-06-2019,20,0,8,2120,1450
31,KARJAN,115.25,97.89,0.523,0.148,27-06-2019,28,33,29,51,3
32,JAYAKWADI(PAITHAN),463.91,454.12,2.171,0.0,27-06-2019,0,22,7,227,-
*33,KOYANA,657.9,618.44,2.652,0.159,27-06-2019,6,25,26,-,1920
34,BHIMA(UJJANI),496.83,485.12,1.517,0.0,27-06-2019,0,0,4,125,12
35,ISAPUR,441.0,425.39,0.965,0.0,27-06-2019,0,1,18,104,-
36,MULA,552.3,534.46,0.609,0.009,27-06-2019,1,1,4,139,-
37,YELDARI,461.77,445.39,0.809,0.0,27-06-2019,0,0,8,78,-
38,GIRNA,398.07,383.94,0.524,0.039,27-06-2019,7,10,8,79,-
39,KHADAKVASLA,582.47,578.39,0.056,0.009,27-06-2019,16,14,27,78,8
*40,UPPER VAITARNA,603.5,588.9,0.331,0.018,27-06-2019,5,31,26,-,61
41,UPPER TAPI,214.0,205.36,0.255,0.0,27-06-2019,0,3,17,45,-
*42,PENCH(TOTLADOH),490.0,458.65,1.091,0.0,27-06-2019,0,5,16,127,160
