S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,493.04,6.229,2.969,04-08-2022,48.0,39.0,56.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,408.27,6.157,2.599,04-08-2022,42.0,35.0,46.0,0.0,396.0
*3,KOL DAM,642.0,638.68,0.089,0.04,04-08-2022,45.0,39.0,44.0,0.0,800.0
*4,THEIN DAM,527.91,516.56,2.344,1.477,04-08-2022,63.0,42.0,58.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,274.0,1.711,0.95,04-08-2022,56.0,46.0,66.0,63.0,140.0
6,JHAKAM,359.5,353.35,0.132,0.078,04-08-2022,59.0,26.0,55.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,351.82,1.436,1.247,04-08-2022,87.0,65.0,63.0,229.0,172.0
8,BISALPUR,315.5,310.71,1.076,0.366,04-08-2022,34.0,27.0,40.0,81.8,0.0
9,JAWAI DAM,313.4,303.05,0.193,0.049,04-08-2022,25.0,1.0,22.0,38.67,0.0
10,JAISAMAND,295.54,290.71,0.296,0.096,04-08-2022,32.0,52.0,35.0,16.0,0.0
11,TENUGHAT,269.14,256.6,0.821,0.299,04-08-2022,36.0,56.0,47.0,0.0,0.0
12,MAITHON,146.3,138.99,0.471,0.126,04-08-2022,27.0,100.0,67.0,342.0,0.0
14,KONAR,425.81,413.8,0.176,0.021,04-08-2022,12.0,76.0,55.0,0.0,0.0
15,TILAIYA,368.81,364.27,0.142,0.015,04-08-2022,11.0,100.0,56.0,0.0,4.0
16,GETALSUD,590.06,584.88,0.218,0.076,04-08-2022,35.0,88.0,61.0,0.0,130.0
*17,HIRAKUD,192.02,185.51,5.378,1.521,04-08-2022,28.0,33.0,33.0,153.0,307.0
*18,BALIMELA,462.08,443.7,2.676,0.355,03-08-2022,13.0,24.0,33.0,0.0,360.0
19,SALANADI,82.3,75.9,0.558,0.362,04-08-2022,65.0,32.0,39.0,42.0,0.0
*20,RENGALI,123.5,111.1,3.432,0.214,03-08-2022,6.0,63.0,42.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,822.78,0.893,0.087,03-08-2022,10.0,25.0,38.0,0.0,115.0
*22,UPPER KOLAB,858.0,848.0,0.935,0.179,03-08-2022,19.0,10.0,25.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,633.11,1.456,0.591,03-08-2022,41.0,25.0,39.0,128.0,600.0
24,SAPUA,168.5,168.14,0.006,0.006,04-08-2022,100.0,50.0,50.0,0.0,0.0
25,HARIHARJHOR,147.5,144.34,0.059,0.033,04-08-2022,56.0,34.0,69.0,9.95,0.0
26,MANDIRA DAM,210.31,206.56,0.309,0.163,04-08-2022,53.0,62.0,60.0,0.0,0.0
27,MAYURAKSHI,121.31,112.64,0.48,0.137,04-08-2022,29.0,64.0,54.0,227.0,0.0
28,KANGSABATI,134.14,126.89,0.914,0.369,04-08-2022,40.0,80.0,54.0,341.0,0.0
29,GUMTI,93.55,89.6,0.312,0.144,23-07-2022,46.0,53.0,54.0,0.0,15.0
*30,DOYANG HEP,333.0,310.25,0.535,0.206,04-08-2022,39.0,37.0,63.0,0.0,75.0
31,CHANDAN DAM,152.39,144.63,0.14,0.06,04-08-2022,44.85,100.0,74.26,75.0,0.0
*32,UKAI,105.16,102.05,6.615,5.003,04-08-2022,76.0,56.0,48.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,183.63,0.735,0.255,04-08-2022,35.0,29.0,40.0,95.0,1.0
*34,KADANA,127.7,119.25,1.472,0.483,04-08-2022,33.0,31.0,49.0,200.0,120.0
35,SHETRUNJI,55.53,53.45,0.3,0.211,04-08-2022,70.0,71.0,42.0,36.0,0.0
36,BHADAR,107.89,104.51,0.188,0.074,04-08-2022,39.0,23.0,33.0,27.0,0.0
37,DAMANGANGA,79.86,72.9,0.502,0.207,04-08-2022,41.0,42.0,43.0,51.0,1.0
38,DANTIWADA,184.1,169.0,0.399,0.037,04-08-2022,9.0,7.0,24.0,45.0,0.0
39,PANAM,127.41,120.2,0.697,0.192,04-08-2022,28.0,31.0,50.0,36.0,2.0
*40,SARDAR SAROVAR,138.68,132.49,5.76,3.833,04-08-2022,67.0,12.0,20.0,2120.0,1450.0
41,KARJAN,115.25,108.35,0.523,0.33,04-08-2022,63.0,46.0,50.0,51.0,3.0
42,SUKHI(GUJ),147.82,144.3,0.167,0.095,04-08-2022,57.0,53.0,37.0,20.701,0.0
43,WATRAK,136.25,129.29,0.154,0.019,04-08-2022,12.0,17.0,38.0,22.977,0.0
44,HATHMATI,180.74,175.66,0.153,0.028,04-08-2022,18.0,30.0,20.0,5.166,0.0
45,MACHCHHU-I,135.33,130.3,0.071,0.021,02-08-2022,30.0,18.0,25.0,0.0,0.0
46,MACHCHHU-II,57.3,54.23,0.091,0.037,01-08-2022,41.0,49.0,36.0,10.13,0.0
47,UND-I,98.0,95.92,0.066,0.039,04-08-2022,59.0,45.0,23.0,9.9,0.0
48,BRAHMANI(GUJ),64.62,59.71,0.071,0.01,04-08-2022,14.0,24.0,25.0,6.413,0.0
49,JAYAKWADI(PAITHAN),463.91,463.35,2.171,1.957,04-08-2022,90.0,40.0,23.0,227.0,0.0
*50,KOYANA,657.9,647.6,2.652,1.706,04-08-2022,64.0,86.0,78.0,0.0,1920.0
51,BHIMA(UJJANI),496.83,495.92,1.517,1.222,04-08-2022,81.0,56.0,33.0,125.0,12.0
52,ISAPUR,441.0,440.3,0.965,0.898,04-08-2022,93.0,67.0,41.0,104.0,0.0
53,MULA,552.3,548.86,0.609,0.439,04-08-2022,72.0,55.0,52.0,139.0,0.0
54,YELDARI,461.77,459.22,0.809,0.563,04-08-2022,70.0,74.0,26.0,78.0,0.0
55,GIRNA,398.07,397.21,0.524,0.474,04-08-2022,90.0,39.0,24.0,79.0,0.0
56,KHADAKVASLA,582.47,580.77,0.056,0.034,04-08-2022,61.0,100.0,82.0,78.0,8.0
