S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,469.0,6.229,1.093,26-04-2018,18,19,24,676,1200
*2,PONG DAM(BEAS),423.67,394.31,6.157,0.787,26-04-2018,13,17,25,-,360
*3,THEIN DAM,527.91,497.61,2.344,0.526,26-04-2018,22,63,38,348,600
*4,MAHI BAJAJ SAGAR,280.75,269.8,1.711,0.581,26-04-2018,34,34,25,63,140
5,JHAKAM,359.5,347.0,0.132,0.039,26-04-2018,30,29,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.52,1.436,0.512,26-04-2018,36,29,31,229,172
7,TENUGHAT,269.14,257.95,0.821,0.341,26-04-2018,42,45,34,-,-
8,MAITHON,146.3,143.24,0.471,0.285,26-04-2018,61,61,38,342,-
*12,HIRAKUD,192.02,186.49,5.378,1.89,26-04-2018,35,37,33,153,307
*13,BALIMELA,462.08,443.21,2.676,0.311,26-04-2018,12,39,26,-,360
14,SALANADI,82.3,70.55,0.558,0.228,26-04-2018,41,29,24,42,-
*15,RENGALI,123.5,118.02,3.432,1.69,26-04-2018,49,70,31,3,200
*16,MACHKUND(JALAPUT),838.16,831.02,0.893,0.394,26-04-2018,44,28,43,-,115
*17,UPPER KOLAB,858.0,849.72,0.935,0.263,26-04-2018,28,45,30,89,320
*18,UPPER INDRAVATI,642.0,631.42,1.456,0.451,26-04-2018,31,39,28,128,600
19,MAYURAKSHI,121.31,113.95,0.48,0.174,26-04-2018,36,22,18,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,26-04-2018,46,31,17,341,-
21,GUMTI,93.55,90.2,0.312,0.166,25-04-2018,53,44,16,-,15
*22,UKAI,105.16,91.51,6.615,1.35,26-04-2018,20,46,35,348,300
23,SABARMATI(DHAROI),189.59,180.86,0.735,0.125,26-04-2018,17,27,21,95,1
*24,KADANA,127.7,122.12,1.472,0.683,26-04-2018,46,56,52,200,120
25,SHETRUNJI,55.53,49.82,0.3,0.048,26-04-2018,16,17,15,36,-
26,BHADAR,107.89,102.83,0.188,0.039,26-04-2018,21,3,20,27,-
27,DAMANGANGA,79.86,72.2,0.502,0.187,26-04-2018,37,27,38,51,1
28,DANTIWADA,184.1,173.58,0.399,0.1,26-04-2018,25,1,3,45,-
29,PANAM,127.41,122.55,0.697,0.28,26-04-2018,40,36,41,36,2
*30,SARDAR SAROVAR,138.68,104.42,5.76,0.0,26-04-2018,0,17,15,2120,1450
31,KARJAN,115.25,105.28,0.523,0.265,26-04-2018,51,35,46,51,3
32,JAYAKWADI(PAITHAN),463.91,460.12,2.171,0.924,25-04-2018,43,31,17,227,-
*33,KOYANA,657.9,643.41,2.652,1.363,25-04-2018,51,22,41,-,1920
34,BHIMA(UJJANI),496.83,492.53,1.517,0.317,26-04-2018,21,1,14,125,12
35,ISAPUR,441.0,425.24,0.965,0.0,25-04-2018,0,16,28,104,-
36,MULA,552.3,542.51,0.609,0.199,25-04-2018,33,30,27,139,-
37,YELDARI,461.77,447.52,0.809,0.0,25-04-2018,0,9,13,78,-
38,GIRNA,398.07,386.23,0.524,0.091,25-04-2018,17,33,17,79,-
39,KHADAKVASLA,582.47,581.8,0.056,0.047,25-04-2018,84,80,45,78,8
*40,UPPER VAITARNA,603.5,595.24,0.331,0.098,25-04-2018,30,42,43,-,61
41,UPPER TAPI,214.0,209.98,0.255,0.062,25-04-2018,24,29,41,45,-
*42,PENCH(TOTLADOH),490.0,471.3,1.091,0.124,25-04-2018,11,11,26,127,160
43,UPPER WARDHA,342.5,337.89,0.564,0.227,26-04-2018,40,40,34,70,-
44,BHATSA,142.07,118.75,0.942,0.427,25-04-2018,45,47,42,29.378,15
45,DHOM,747.7,735.45,0.331,0.104,25-04-2018,31,31,30,36.2,2
46,DUDHGANGA,646.0,631.03,0.664,0.259,25-04-2018,39,33,36,2.441,24
47,MANIKDOH,711.25,693.8,0.288,0.06,25-04-2018,21,6,6,2.2,6
48,BHANDARDARA,744.91,732.76,0.304,0.139,25-04-2018,46,38,35,63.74,46
49,MATATILA,308.46,303.22,0.707,0.174,25-04-2018,25,36,46,-,30
*50,RIHAND,268.22,256.46,5.649,0.98,26-04-2018,17,41,20,-,300
*51,RAMGANGA,365.3,334.37,2.196,0.494,26-04-2018,22,13,37,1897,198
*52,TEHRI,830.0,755.0,2.615,0.289,20-04-2018,11,12,16,2351,1000
*53,GANDHI SAGAR,399.9,387.26,6.827,1.216,25-04-2018,18,58,24,220,115
54,TAWA,355.4,338.3,1.944,0.183,26-04-2018,9,24,22,247,-
*55,BARGI,422.76,417.35,3.18,1.814,26-04-2018,57,35,30,157,90
*56,BANSAGAR,341.64,334.5,5.166,2.36,26-04-2018,46,59,36,488,425
*57,INDIRA SAGAR,262.13,250.49,9.745,2.27,26-04-2018,23,30,20,2380,1000
58,BARNA DAM,348.55,339.7,0.456,0.038,26-04-2018,8,30,18,546,-
*59,MINIMATA BANGO,359.66,351.85,3.046,1.686,25-04-2018,55,61,52,-,120
60,MAHANADI,348.7,342.46,0.767,0.287,25-04-2018,37,36,36,319,10
*61,SRISAILAM,269.75,243.84,8.288,0.724,26-04-2018,9,7,14,0,770
*62,NAGARJUNA SAGAR,179.83,156.36,6.841,0.146,26-04-2018,2,0,15,895,810
63,SOMASILA,100.58,85.32,1.994,0.368,26-04-2018,18,13,41,168,0
64,SRIRAMSAGAR,332.54,320.5,2.3,0.199,26-04-2018,9,16,12,411,27
65,LOWER MANAIR,280.42,269.22,0.621,0.11,26-04-2018,18,25,24,199,60
66,KRISHNARAJA SAGARA,752.5,736.86,1.163,0.107,25-04-2018,9,9,22,79,-
*67,TUNGABHADRA,497.74,481.45,3.276,0.113,26-04-2018,3,1,6,529,72
68,GHATAPRABHA(HIDKAL),662.95,641.7,1.391,0.268,25-04-2018,19,4,9,317,-
69,BHADRA,657.76,637.8,1.785,0.264,25-04-2018,15,8,35,106,39
70,LINGANAMAKKI,554.43,537.47,4.294,0.889,26-04-2018,21,12,25,-,55
71,NARAYANPUR,492.25,487.2,0.863,0.222,26-04-2018,26,14,30,425,-
72,MALAPRABHA(RENUKA),633.83,621.92,0.972,0.06,25-04-2018,6,4,8,215,-
73,KABINI,696.16,687.72,0.444,0.061,25-04-2018,14,1,11,85,-
74,HEMAVATHY,890.63,873.15,0.927,0.102,25-04-2018,11,5,10,265,-
75,HARANGI,871.42,856.14,0.22,0.038,25-04-2018,17,15,15,53,-
76,SUPA,564.0,536.76,4.12,1.532,26-04-2018,37,34,29,-,-
77,VANI VILAS SAGAR,652.28,631.6,0.802,0.008,26-04-2018,1,2,12,123,-
*79,GERUSOPPA,55.0,53.15,0.13,0.119,23-04-2018,92,93,88,83,240
80,KALLADA(PARAPPAR),115.82,109.7,0.507,0.357,25-04-2018,70,17,33,62,-
*81,IDAMALAYAR,169.0,138.16,1.018,0.275,25-04-2018,27,27,28,33,75
*82,IDUKKI,732.43,711.77,1.46,0.495,25-04-2018,34,18,29,-,780
*83,KAKKI,981.46,963.02,0.447,0.209,25-04-2018,47,26,36,23,300
*84,PERIYAR,867.41,859.81,0.173,0.022,25-04-2018,13,6,25,84,140
85,MALAMPUZHA,115.06,102.41,0.224,0.03,26-04-2018,13,11,21,21,3
86,LOWER BHAWANI,278.89,265.36,0.792,0.168,25-04-2018,21,9,25,105,8
*87,METTUR(STANLEY),240.79,214.99,2.647,0.278,25-04-2018,11,6,33,122,360
88,VAIGAI,279.2,269.13,0.172,0.022,25-04-2018,13,2,23,61,6
89,PARAMBIKULAM,556.26,536.17,0.38,0.023,25-04-2018,6,4,30,101,-
*91,SHOLAYAR,1002.79,955.39,0.143,0.0,25-04-2018,0,0,3,-,95
