S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,455.26,6.229,0.383,07-06-2018,6,24,24,676,1200
*2,PONG DAM(BEAS),423.67,391.74,6.157,0.539,06-06-2018,9,13,20,-,360
*3,THEIN DAM,527.91,499.88,2.344,0.621,06-06-2018,26,59,46,348,600
*4,MAHI BAJAJ SAGAR,280.75,269.35,1.711,0.542,31-05-2018,32,33,23,63,140
5,JHAKAM,359.5,346.75,0.132,0.038,31-05-2018,29,28,17,28,-
*6,RANA PRATAP SAGAR,352.81,347.07,1.436,0.449,07-06-2018,31,26,37,229,172
7,TENUGHAT,269.14,256.76,0.821,0.303,06-06-2018,37,43,32,-,-
8,MAITHON,146.3,138.74,0.471,0.118,06-06-2018,25,23,26,342,-
*12,HIRAKUD,192.02,184.51,5.378,1.182,06-06-2018,22,19,16,153,307
*13,BALIMELA,462.08,441.66,2.676,0.197,06-06-2018,7,22,17,-,360
14,SALANADI,82.3,70.8,0.558,0.233,31-05-2018,42,29,24,42,-
*15,RENGALI,123.5,112.84,3.432,0.532,06-06-2018,16,25,10,3,200
*16,MACHKUND(JALAPUT),838.16,826.1,0.893,0.184,06-06-2018,21,14,31,-,115
*17,UPPER KOLAB,858.0,847.36,0.935,0.148,06-06-2018,16,25,16,89,320
*18,UPPER INDRAVATI,642.0,628.33,1.456,0.223,06-06-2018,15,22,16,128,600
19,MAYURAKSHI,121.31,113.84,0.48,0.171,06-06-2018,36,23,18,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,06-06-2018,46,25,17,341,-
21,GUMTI,93.55,91.8,0.312,0.232,05-06-2018,74,61,23,-,15
*22,UKAI,105.16,87.81,6.615,0.697,07-06-2018,11,29,22,348,300
23,SABARMATI(DHAROI),189.59,180.24,0.735,0.103,31-05-2018,14,22,17,95,1
*24,KADANA,127.7,121.18,1.472,0.612,31-05-2018,42,53,47,200,120
25,SHETRUNJI,55.53,49.42,0.3,0.042,31-05-2018,14,14,9,36,-
26,BHADAR,107.89,101.96,0.188,0.027,31-05-2018,14,1,13,27,-
27,DAMANGANGA,79.86,68.75,0.502,0.1,07-06-2018,20,11,11,51,1
28,DANTIWADA,184.1,171.5,0.399,0.066,31-05-2018,17,1,1,45,-
29,PANAM,127.41,121.75,0.697,0.247,31-05-2018,35,30,38,36,2
*30,SARDAR SAROVAR,138.68,106.39,5.76,0.0,07-06-2018,0,19,12,2120,1450
31,KARJAN,115.25,100.81,0.523,0.192,07-06-2018,37,24,31,51,3
32,JAYAKWADI(PAITHAN),463.91,458.72,2.171,0.581,30-05-2018,27,19,11,227,-
*33,KOYANA,657.9,631.62,2.652,0.642,06-06-2018,24,8,22,-,1920
34,BHIMA(UJJANI),496.83,489.6,1.517,0.0,07-06-2018,0,0,2,125,12
35,ISAPUR,441.0,423.29,0.965,0.0,04-06-2018,0,4,20,104,-
36,MULA,552.3,535.16,0.609,0.021,06-06-2018,3,2,6,139,-
37,YELDARI,461.77,447.17,0.809,0.0,05-06-2018,0,0,9,78,-
38,GIRNA,398.07,385.15,0.524,0.066,06-06-2018,13,25,9,79,-
39,KHADAKVASLA,582.47,580.06,0.056,0.026,06-06-2018,46,43,32,78,8
*40,UPPER VAITARNA,603.5,594.82,0.331,0.088,06-06-2018,27,27,29,-,61
41,UPPER TAPI,214.0,207.68,0.255,0.0,06-06-2018,0,7,16,45,-
*42,PENCH(TOTLADOH),490.0,468.92,1.091,0.074,05-06-2018,7,5,19,127,160
43,UPPER WARDHA,342.5,337.31,0.564,0.195,06-06-2018,35,36,29,70,-
44,BHATSA,142.07,111.87,0.942,0.319,06-06-2018,34,36,31,29.378,15
45,DHOM,747.7,731.51,0.331,0.054,06-06-2018,16,14,19,36.2,2
46,DUDHGANGA,646.0,624.18,0.664,0.138,06-06-2018,21,15,20,2.441,24
47,MANIKDOH,711.25,686.83,0.288,0.015,06-06-2018,5,3,2,2.2,6
48,BHANDARDARA,744.91,725.23,0.304,0.082,06-06-2018,27,13,11,63.74,46
49,MATATILA,308.46,301.26,0.707,0.07,06-06-2018,10,9,26,-,30
*50,RIHAND,268.22,255.27,5.649,0.634,06-06-2018,11,29,13,-,300
*51,RAMGANGA,365.3,325.09,2.196,0.197,07-06-2018,9,0,25,1897,198
*52,TEHRI,830.0,743.45,2.615,0.057,07-06-2018,2,1,3,2351,1000
*53,GANDHI SAGAR,399.9,386.99,6.827,1.147,06-06-2018,17,56,18,220,115
54,TAWA,355.4,338.15,1.944,0.173,07-06-2018,9,22,19,247,-
*55,BARGI,422.76,415.05,3.18,1.36,07-06-2018,43,24,16,157,90
*56,BANSAGAR,341.64,333.93,5.166,2.194,06-06-2018,42,52,32,488,425
*57,INDIRA SAGAR,262.13,249.08,9.745,1.812,06-06-2018,19,18,10,2380,1000
58,BARNA DAM,348.55,339.06,0.456,0.022,06-06-2018,5,28,15,546,-
*59,MINIMATA BANGO,359.66,350.78,3.046,1.548,06-06-2018,51,58,46,-,120
60,MAHANADI,348.7,341.09,0.767,0.206,07-06-2018,27,12,22,319,10
*61,SRISAILAM,269.75,243.75,8.288,0.72,31-05-2018,9,5,11,0,770
*62,NAGARJUNA SAGAR,179.83,156.06,6.841,0.097,31-05-2018,1,0,17,895,810
63,SOMASILA,100.58,84.97,1.994,0.348,31-05-2018,17,11,33,168,0
64,SRIRAMSAGAR,332.54,320.19,2.3,0.184,07-06-2018,8,11,11,411,27
65,LOWER MANAIR,280.42,268.88,0.621,0.102,07-06-2018,16,34,23,199,60
66,KRISHNARAJA SAGARA,752.5,737.84,1.163,0.142,06-06-2018,12,5,10,79,-
*67,TUNGABHADRA,497.74,481.8,3.276,0.126,07-06-2018,4,1,11,529,72
68,GHATAPRABHA(HIDKAL),662.95,636.42,1.391,0.12,06-06-2018,9,3,3,317,-
69,BHADRA,657.76,635.48,1.785,0.117,06-06-2018,7,0,20,106,39
70,LINGANAMAKKI,554.43,534.04,4.294,0.568,05-06-2018,13,9,14,-,55
71,NARAYANPUR,492.25,487.76,0.863,0.267,31-05-2018,31,14,28,425,-
72,MALAPRABHA(RENUKA),633.83,621.29,0.972,0.049,06-06-2018,5,2,5,215,-
73,KABINI,696.16,688.49,0.444,0.086,06-06-2018,19,0,7,85,-
74,HEMAVATHY,890.63,874.73,0.927,0.142,06-06-2018,15,4,8,265,-
75,HARANGI,871.42,849.47,0.22,0.007,06-06-2018,3,16,16,53,-
76,SUPA,564.0,534.05,4.12,1.348,05-06-2018,33,27,20,-,-
77,VANI VILAS SAGAR,652.28,631.58,0.802,0.008,07-06-2018,1,2,12,123,-
*79,GERUSOPPA,55.0,51.08,0.13,0.108,07-06-2018,83,78,83,83,240
80,KALLADA(PARAPPAR),115.82,107.36,0.507,0.31,06-06-2018,61,13,21,62,-
*81,IDAMALAYAR,169.0,128.62,1.018,0.129,06-06-2018,13,17,15,33,75
*82,IDUKKI,732.43,707.95,1.46,0.361,06-06-2018,25,11,17,-,780
*83,KAKKI,981.46,950.55,0.447,0.114,06-06-2018,26,14,21,23,300
*84,PERIYAR,867.41,860.9,0.173,0.04,06-06-2018,23,3,27,84,140
85,MALAMPUZHA,115.06,103.05,0.224,0.035,07-06-2018,16,8,20,21,3
86,LOWER BHAWANI,278.89,265.02,0.792,0.159,06-06-2018,20,9,26,105,8
*87,METTUR(STANLEY),240.79,216.05,2.647,0.325,06-06-2018,12,6,36,122,360
88,VAIGAI,279.2,268.68,0.172,0.02,06-06-2018,12,4,21,61,6
89,PARAMBIKULAM,556.26,536.61,0.38,0.029,06-06-2018,8,6,27,101,-
*91,SHOLAYAR,1002.79,967.69,0.143,0.005,06-06-2018,3,0,7,-,95
