S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,510.17,6.229,5.36,14-09-2023,86.0,82.0,83.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,422.97,6.157,5.604,14-09-2023,91.0,84.0,84.0,0.0,396.0
*3,KOL DAM,642.0,641.02,0.089,0.074,14-09-2023,83.0,65.0,69.0,0.0,800.0
4,THEIN DAM,527.91,516.74,2.344,1.507,14-09-2023,64.0,80.0,71.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,279.25,1.711,1.516,14-09-2023,89.0,100.0,89.0,63.0,140.0
6,JHAKAM,359.5,350.9,0.132,0.06,14-09-2023,45.0,100.0,92.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.7,1.436,0.713,14-09-2023,50.0,95.0,88.0,229.0,172.0
8,BISALPUR,315.5,313.74,1.076,0.75,14-09-2023,70.0,100.0,76.0,81.8,0.0
9,JAWAI DAM,313.4,313.41,0.193,0.193,14-09-2023,100.0,91.0,59.0,38.67,0.0
10,JAISAMAND,295.54,293.06,0.296,0.179,14-09-2023,60.0,95.0,68.0,16.0,0.0
11,TENUGHAT,269.14,259.96,0.821,0.415,14-09-2023,51.0,54.0,49.0,0.0,0.0
12,MAITHON,146.3,147.06,0.471,0.471,14-09-2023,100.0,100.0,92.0,342.0,0.0
*$13,PANCHET HILL,124.97,125.44,0.184,0.184,14-09-2023,100.0,100.0,89.0,0.0,80.0
$14,KONAR,425.81,418.43,0.176,0.063,14-09-2023,36.0,65.0,78.0,0.0,0.0
$15,TILAIYA,368.81,365.07,0.142,0.031,14-09-2023,22.0,26.0,77.0,0.0,4.0
*16,GETALSUD,590.06,586.86,0.218,0.122,14-09-2023,56.0,93.0,75.0,0.0,130.0
17,HIRAKUD,192.02,191.65,5.378,4.585,14-09-2023,85.0,72.0,75.0,153.0,307.0
*18,BALIMELA,462.08,450.98,2.676,1.055,14-09-2023,39.0,34.0,57.0,0.0,360.0
19,SALANADI,82.3,78.44,0.558,0.435,14-09-2023,78.0,71.0,63.0,42.0,0.0
20,RENGALI,123.5,118.1,3.432,1.687,14-09-2023,49.0,82.0,82.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,830.24,0.893,0.355,14-09-2023,40.0,52.0,64.0,0.0,115.0
22,UPPER KOLAB,858.0,853.6,0.935,0.546,14-09-2023,58.0,60.0,53.0,89.0,320.0
23,UPPER INDRAVATI,642.0,632.5,1.456,0.54,14-09-2023,37.0,88.0,66.0,128.0,600.0
24,SAPUA,168.5,167.5,0.006,0.005,14-09-2023,83.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,147.0,0.059,0.056,14-09-2023,95.0,90.0,86.0,9.95,0.0
26,MANDIRA DAM,210.31,207.6,0.309,0.17,14-09-2023,55.0,51.0,64.0,0.0,0.0
27,MAYURAKSHI,121.31,112.79,0.48,0.141,14-09-2023,29.0,31.0,58.0,227.0,0.0
28,KANGSABATI,134.14,126.55,0.914,0.351,14-09-2023,38.0,66.0,66.0,341.0,0.0
29,GUMTI,93.55,91.45,0.312,0.217,14-09-2023,70.0,61.0,72.0,0.0,15.0
*30,DOYANG HEP,333.0,321.2,0.535,0.344,14-09-2023,64.0,55.0,63.0,0.0,75.0
31,CHANDAN DAM,152.39,134.84,0.14,0.02,14-09-2023,11.76,32.35,51.47,75.0,0.0
*32,UMRONG,609.6,605.25,0.159,0.082,14-09-2023,52.0,19.0,71.0,0.0,200.0
*33,KHANDONG,725.0,720.9,0.18,0.119,14-09-2023,66.0,7.0,52.0,0.0,75.0
34,UKAI,105.16,101.99,6.615,4.975,06-09-2023,75.0,83.0,72.0,348.0,300.0
36,KADANA,127.7,118.04,1.472,0.411,14-09-2023,28.0,80.0,72.0,200.0,120.0
37,SHETRUNJI,55.53,55.5,0.3,0.3,14-09-2023,100.0,100.0,68.0,36.0,0.0
38,BHADAR,107.89,107.56,0.188,0.173,14-09-2023,92.0,100.0,66.0,27.0,0.0
39,DAMANGANGA,79.86,78.45,0.502,0.413,14-09-2023,82.0,83.0,80.0,51.0,1.0
40,DANTIWADA,184.1,183.64,0.399,0.372,14-09-2023,93.0,92.0,45.0,45.0,0.0
41,PANAM,127.41,122.05,0.697,0.259,14-09-2023,37.0,35.0,64.0,36.0,2.0
42,SARDAR SAROVAR,138.68,134.83,5.76,4.558,14-09-2023,79.0,97.0,48.0,2120.0,1450.0
43,KARJAN,115.25,111.21,0.523,0.401,14-09-2023,77.0,85.0,79.0,51.0,3.0
44,SUKHI(GUJ),147.82,143.86,0.167,0.087,14-09-2023,52.0,73.0,65.0,20.7,0.0
