S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,484.34,6.229,2.055,30-04-2020,33,56,30,676.0,1379.0
*2,PONG DAM(BEAS),423.67,413.71,6.157,3.589,30-04-2020,58,46,29,0.0,396.0
*3,KOL DAM,642.0,639.32,0.089,0.049,30-04-2020,55,73,54,0.0,800.0
*4,THEIN DAM,527.91,511.17,2.344,1.159,30-04-2020,49,80,46,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,270.55,1.711,0.644,30-04-2020,38,27,27,63.0,140.0
6,JHAKAM,359.5,346.75,0.132,0.038,30-04-2020,29,24,21,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,347.4,1.436,0.495,30-04-2020,34,26,28,229.0,172.0
8,BISALPUR,315.5,313.76,1.076,0.754,30-04-2020,70,20,33,81.8,0.0
9,TENUGHAT,269.14,260.24,0.821,0.304,30-04-2020,37,36,36,0.0,0.0
10,MAITHON,146.3,147.29,0.471,0.471,30-04-2020,100,22,36,342.0,0.0
*14,HIRAKUD,192.02,188.39,5.378,2.727,29-04-2020,51,35,34,153.0,307.0
*15,BALIMELA,462.08,450.95,2.676,1.052,30-04-2020,39,38,33,0.0,360.0
16,SALANADI,82.3,73.95,0.558,0.308,30-04-2020,55,53,29,42.0,0.0
*17,RENGALI,123.5,116.65,3.432,1.351,30-04-2020,39,22,38,3.0,200.0
*18,MACHKUND(JALAPUT),838.16,831.28,0.893,0.408,30-04-2020,46,42,42,0.0,115.0
*19,UPPER KOLAB,858.0,851.75,0.935,0.407,30-04-2020,44,28,34,89.0,320.0
*20,UPPER INDRAVATI,642.0,634.22,1.456,0.684,30-04-2020,47,32,34,128.0,600.0
21,SAPUA,168.5,168.28,0.006,0.006,30-04-2020,100,67,50,0.0,0.0
22,HARIHARJHOR,147.5,144.93,0.059,0.039,30-04-2020,66,0,22,9.95,0.0
23,MAYURAKSHI,121.31,112.97,0.48,0.146,30-04-2020,30,16,21,227.0,0.0
24,KANGSABATI,134.14,127.48,0.914,0.401,30-04-2020,44,35,25,341.0,0.0
25,GUMTI,93.55,85.4,0.312,0.025,29-04-2020,8,31,20,0.0,15.0
*26,DOYANG HEP,333.0,306.4,0.535,0.167,30-04-2020,31,32,33,0.0,75.0
*27,UKAI,105.16,99.48,6.615,3.81,30-04-2020,58,11,30,348.0,300.0
28,SABARMATI(DHAROI),189.59,184.52,0.735,0.31,30-04-2020,42,12,19,95.0,1.0
*29,KADANA,127.7,121.74,1.472,0.653,30-04-2020,44,40,50,200.0,120.0
30,SHETRUNJI,55.53,50.87,0.3,0.069,30-04-2020,23,10,14,36.0,0.0
31,BHADAR,107.89,104.62,0.188,0.076,30-04-2020,40,5,16,27.0,0.0
32,DAMANGANGA,79.86,71.15,0.502,0.158,30-04-2020,31,14,29,51.0,1.0
33,DANTIWADA,184.1,165.32,0.399,0.012,30-04-2020,3,6,5,45.0,0.0
34,PANAM,127.41,123.3,0.697,0.314,30-04-2020,45,40,41,36.0,2.0
*35,SARDAR SAROVAR,138.68,120.92,5.76,1.385,30-04-2020,24,20,14,2120.0,1450.0
36,KARJAN,115.25,103.55,0.523,0.239,30-04-2020,46,42,43,51.0,3.0
37,SUKHI(GUJ),147.82,142.68,0.167,0.063,30-04-2020,38,5,2,20.7,0.0
38,WATRAK,136.25,133.34,0.154,0.071,29-04-2020,46,1,5,22.98,0.0
39,HATHMATI,180.74,177.91,0.153,0.057,29-04-2020,37,8,3,5.166,0.0
40,MACHCHHU-I,135.33,130.04,0.071,0.02,30-04-2020,28,15,14,0.0,0.0
41,MACHCHHU-II,57.3,56.17,0.091,0.064,29-04-2020,70,23,26,10.13,0.0
42,UND-I,98.0,94.31,0.066,0.022,29-04-2020,33,0,11,9.9,0.0
43,BRAHMANI(GUJ),64.62,62.44,0.071,0.03,30-04-2020,42,7,3,6.413,0.0
44,JAYAKWADI(PAITHAN),463.91,461.05,2.171,1.195,30-04-2020,55,0,13,227.0,0.0
*45,KOYANA,657.9,642.06,2.652,1.253,30-04-2020,47,44,37,0.0,1920.0
46,BHIMA(UJJANI),496.83,491.93,1.517,0.188,28-04-2020,12,0,12,125.0,12.0
47,ISAPUR,441.0,434.93,0.965,0.445,30-04-2020,46,14,24,104.0,0.0
48,MULA,552.3,543.64,0.609,0.236,30-04-2020,39,7,23,139.0,0.0
49,YELDARI,461.77,459.22,0.809,0.563,30-04-2020,70,0,12,78.0,0.0
50,GIRNA,398.07,390.63,0.524,0.213,30-04-2020,41,18,15,79.0,0.0
51,KHADAKVASLA,582.47,580.0,0.056,0.025,30-04-2020,45,39,55,78.0,8.0
*52,UPPER VAITARNA,603.5,595.17,0.331,0.096,30-04-2020,29,33,40,0.0,61.0
53,UPPER TAPI,214.0,211.39,0.255,0.119,30-04-2020,47,4,36,45.0,0.0
*54,PENCH(TOTLADOH),490.0,487.47,1.091,0.83,30-04-2020,76,1,23,127.0,160.0
55,UPPER WARDHA,342.5,339.07,0.564,0.298,30-04-2020,53,18,34,70.0,0.0
56,BHATSA,142.07,119.25,0.942,0.435,30-04-2020,46,37,41,29.38,15.0
57,DHOM,747.7,737.71,0.331,0.138,30-04-2020,42,11,28,36.2,2.0
58,DUDHGANGA,646.0,631.63,0.664,0.272,30-04-2020,41,23,33,2.441,24.0
59,MANIKDOH,711.25,689.18,0.288,0.027,30-04-2020,9,5,7,2.2,6.0
60,BHANDARDARA,744.91,734.85,0.304,0.159,30-04-2020,52,12,32,63.74,46.0
61,URMODI,696.0,691.71,0.273,0.208,30-04-2020,76,21,56,37.0,3.0
62,BHATGHAR,623.28,611.39,0.673,0.315,30-04-2020,47,8,20,60.66,14.09
63,NIRA DEOGHAR,667.1,651.15,0.332,0.139,30-04-2020,42,7,17,0.0,6.0
*64,THOKARWADI,667.14,660.02,0.353,0.18,30-04-2020,51,48,32,0.0,72.0
65,KANHER,690.78,678.14,0.272,0.092,30-04-2020,34,32,31,44.78,4.0
*66,MULSHI,607.1,595.18,0.572,0.137,30-04-2020,24,22,18,0.0,300.0
67,SURYA,118.6,106.9,0.276,0.122,30-04-2020,44,57,44,18.32,6.0
68,TILLARI,113.2,100.5,0.447,0.264,30-04-2020,59,35,51,21.26,10.0
69,MATATILA,308.46,302.85,0.707,0.151,29-04-2020,21,22,43,0.0,30.0
*70,RIHAND,268.22,257.77,5.649,1.416,30-04-2020,25,14,20,0.0,300.0
71,SHARDA SAGAR,190.5,187.23,0.33,0.235,30-04-2020,71,0,48,126.5,0.0
72,JIRGO,98.2,94.88,0.147,0.077,30-04-2020,52,27,29,13.14,0.0
*73,RAMGANGA,365.3,352.21,2.196,1.299,29-04-2020,59,41,42,1897.0,198.0
