S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,508.04,6.229,5.328,22-11-2018,86,79,78,676,1200
*2,PONG DAM(BEAS),423.67,420.68,6.157,5.202,17-11-2018,84,67,68,-,360
*3,THEIN DAM,527.91,522.17,2.344,1.88,22-11-2018,80,49,54,348,600
*4,MAHI BAJAJ SAGAR,280.75,280.3,1.711,1.666,20-11-2018,97,100,84,63,140
5,JHAKAM,359.5,358.3,0.132,0.12,20-11-2018,91,92,77,28,-
*6,RANA PRATAP SAGAR,352.81,347.71,1.436,0.539,22-11-2018,38,24,50,229,172
7,TENUGHAT,269.14,259.38,0.821,0.392,22-11-2018,48,54,47,-,-
8,MAITHON,146.3,142.27,0.471,0.244,22-11-2018,52,100,93,342,-
*12,HIRAKUD,192.02,190.81,5.378,4.058,22-11-2018,75,84,86,153,307
*13,BALIMELA,462.08,460.37,2.676,2.347,20-11-2018,88,46,62,-,360
14,SALANADI,82.3,74.32,0.558,0.318,22-11-2018,57,43,36,42,-
*15,RENGALI,123.5,118.41,3.432,1.802,20-11-2018,53,96,86,3,200
*16,MACHKUND(JALAPUT),838.16,836.75,0.893,0.764,20-11-2018,86,97,88,-,115
*17,UPPER KOLAB,858.0,855.54,0.935,0.702,20-11-2018,75,61,63,89,320
*18,UPPER INDRAVATI,642.0,638.86,1.456,1.122,20-11-2018,77,59,70,128,600
19,MAYURAKSHI,121.31,111.98,0.48,0.121,22-11-2018,25,95,48,227,-
20,KANGSABATI,134.14,126.28,0.914,0.336,22-11-2018,37,89,49,341,-
21,GUMTI,93.55,91.9,0.312,0.236,21-11-2018,76,93,54,-,15
*22,UKAI,105.16,95.56,6.615,2.313,22-11-2018,35,47,72,348,300
23,SABARMATI(DHAROI),189.59,182.07,0.735,0.175,20-11-2018,24,79,65,95,1
*24,KADANA,127.7,126.11,1.472,1.03,20-11-2018,70,72,69,200,120
25,SHETRUNJI,55.53,51.17,0.3,0.077,20-11-2018,26,56,68,36,-
26,BHADAR,107.89,103.33,0.188,0.048,20-11-2018,26,79,59,27,-
27,DAMANGANGA,79.86,76.85,0.502,0.346,22-11-2018,69,95,93,51,1
28,DANTIWADA,184.1,168.74,0.399,0.035,20-11-2018,9,85,38,45,-
29,PANAM,127.41,126.95,0.697,0.522,20-11-2018,75,73,65,36,2
*30,SARDAR SAROVAR,138.68,127.52,5.76,2.654,22-11-2018,46,39,25,2120,1450
31,KARJAN,115.25,111.41,0.523,0.407,22-11-2018,78,84,85,51,3
32,JAYAKWADI(PAITHAN),463.91,458.9,2.171,0.624,21-11-2018,29,97,48,227,-
*33,KOYANA,657.9,654.79,2.652,2.3,22-11-2018,87,100,91,-,1920
34,BHIMA(UJJANI),496.83,494.98,1.517,0.943,20-11-2018,62,100,79,125,12
35,ISAPUR,441.0,436.7,0.965,0.571,22-11-2018,59,15,56,104,-
36,MULA,552.3,545.66,0.609,0.307,22-11-2018,50,98,85,139,-
37,YELDARI,461.77,450.23,0.809,0.07,22-11-2018,9,13,41,78,-
38,GIRNA,398.07,390.16,0.524,0.199,22-11-2018,38,71,46,79,-
39,KHADAKVASLA,582.47,581.25,0.056,0.04,22-11-2018,71,86,70,78,8
*40,UPPER VAITARNA,603.5,602.51,0.331,0.299,22-11-2018,90,99,90,-,61
41,UPPER TAPI,214.0,213.52,0.255,0.226,22-11-2018,89,100,98,45,-
*42,PENCH(TOTLADOH),490.0,471.64,1.091,0.132,22-11-2018,12,29,57,127,160
43,UPPER WARDHA,342.5,337.62,0.564,0.212,22-11-2018,38,91,86,70,-
44,BHATSA,142.07,134.76,0.942,0.754,22-11-2018,80,91,86,29.378,15
45,DHOM,747.7,743.11,0.331,0.233,22-11-2018,70,91,81,36.2,2
46,DUDHGANGA,646.0,643.31,0.664,0.59,22-11-2018,89,98,92,2.441,24
47,MANIKDOH,711.25,698.85,0.288,0.108,22-11-2018,38,83,56,2.2,6
48,BHANDARDARA,744.91,731.11,0.304,0.126,22-11-2018,41,100,97,63.74,46
49,MATATILA,308.46,306.23,0.707,0.41,14-11-2018,58,59,64,-,30
